id,product_id,quantity,unit_price,total_amount,currency,channel,region,sold_at,order_reference,latent_demand,observed_sales,stockout_flag,promotion_applied,promotion_uplift,price_elasticity_effect,demand_noise,data_quality_status,ingested_at
1525c361-4f4a-5b3a-a2d1-6b7cf87da660,e3e08a14-471a-5347-94f6-b2369070c3a7,839,19.86,16662.54,PLN,online,PL-North,2026-04-30T13:00:00+00:00,ORD-SPOR-000006-0001,1526,839,true,false,1.0000,0.9430,0.9071,ok,2026-04-30T13:00:00+00:00
8f1b629b-e59f-503c-b652-d6ac56a0961f,e3e08a14-471a-5347-94f6-b2369070c3a7,177,19.86,3515.22,PLN,online,PL-North,2026-04-30T14:00:00+00:00,ORD-SPOR-000006-0001,323,177,true,false,1.0000,0.9430,1.0683,ok,2026-04-30T14:00:00+00:00
835ddc33-e353-5a55-92fb-374e920d939a,6ef80540-16c7-551c-95b8-9ae7373e7908,578,21.72,12554.16,PLN,store,PL-Central,2026-04-30T14:00:00+00:00,ORD-TOYS-000007-0001,1051,578,true,false,1.0000,0.9370,0.9875,ok,2026-04-30T14:00:00+00:00
434e6113-cbb8-52b0-92cb-40e25c5ad8d3,6ef80540-16c7-551c-95b8-9ae7373e7908,96,21.72,2085.12,PLN,store,PL-Central,2026-04-30T15:00:00+00:00,ORD-TOYS-000007-0001,175,96,true,false,1.0000,0.9370,0.9166,ok,2026-04-30T15:00:00+00:00
8809f30f-3a3e-5316-8786-21fcbd313bd6,f000d381-f2f7-5a93-bc43-825f298a7685,492,23.57,11596.44,PLN,marketplace,PL-South,2026-04-30T15:00:00+00:00,ORD-PET -000008-0001,896,492,true,false,1.0000,0.9730,0.8539,ok,2026-04-30T15:00:00+00:00
c8365070-a4ca-5a86-ab13-70c11e9999e3,22d48f3a-5014-5123-a1e5-345e1ddd84a3,120,25.43,3051.60,PLN,wholesale,DE-East,2026-04-30T16:00:00+00:00,ORD-ELEC-000009-0001,120,120,false,false,1.0000,0.9310,1.0887,ok,2026-04-30T16:00:00+00:00
3b99e6c9-dfd1-56ef-8b15-222a625fa01f,576f0781-3104-5d50-92f3-befe834a6fa6,98,10.59,1037.82,PLN,wholesale,DE-East,2026-04-30T17:00:00+00:00,ORD-ELEC-000009-0001,179,98,true,false,1.0000,0.9310,1.1480,ok,2026-04-30T17:00:00+00:00
bfd6aea8-ea2a-5bc7-b209-389e4dbba599,22d48f3a-5014-5123-a1e5-345e1ddd84a3,23,25.43,584.89,PLN,wholesale,DE-East,2026-04-30T18:00:00+00:00,ORD-ELEC-000009-0001,23,23,false,false,1.0000,0.9310,1.1978,ok,2026-04-30T18:00:00+00:00
d9c65b55-7591-512c-954f-40a27dde69a5,7b6c271c-85eb-5849-9da9-76e7ab8e881f,415,27.28,11321.20,PLN,online,PL-North,2026-04-30T17:00:00+00:00,ORD-HOME-000010-0001,415,415,false,false,1.0000,0.9520,0.9561,ok,2026-04-30T17:00:00+00:00
02777509-0d56-53e0-afb9-e3fe7eecc517,38d5dc41-891b-50f6-a02f-fda88ad8ccde,232,12.44,2886.08,PLN,online,PL-North,2026-04-30T18:00:00+00:00,ORD-HOME-000010-0001,421,232,true,false,1.0000,0.9520,0.7894,ok,2026-04-30T18:00:00+00:00
57ea4919-e108-59c3-9e84-9c4f95fafd71,163da9b8-d3e0-5f9e-9dd3-954c345c7684,233,29.14,6789.62,PLN,online,PL-North,2026-04-30T18:00:00+00:00,ORD-GROC-000011-0001,233,233,false,false,1.0000,0.9790,1.0768,ok,2026-04-30T18:00:00+00:00
74c7f4ad-3b4d-585d-8ce9-b7bd30105e08,f000d381-f2f7-5a93-bc43-825f298a7685,104,23.57,2451.28,PLN,online,PL-North,2026-04-30T19:00:00+00:00,ORD-GROC-000011-0001,190,104,true,false,1.0000,0.9730,1.1330,ok,2026-04-30T19:00:00+00:00
33d88e8d-c05b-537c-b17f-20d0f0836c3b,ca2f4809-df5a-51b1-b5eb-635bec356f40,146,30.99,4524.54,PLN,store,PL-Central,2026-04-30T19:00:00+00:00,ORD-FASH-000012-0001,146,146,false,false,1.0000,0.9190,0.9023,ok,2026-04-30T19:00:00+00:00
745f8992-0b7f-5fff-9896-37e94269738b,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,340,32.85,11169.00,PLN,marketplace,PL-South,2026-04-30T08:00:00+00:00,ORD-BEAU-000013-0001,340,340,false,false,1.0000,0.9580,1.2307,ok,2026-04-30T08:00:00+00:00
efbe5422-9f58-585e-9fac-58d1f5f60ec5,5030188b-d814-53c3-9914-3a99743cea2f,208,34.70,7217.60,PLN,wholesale,DE-East,2026-04-30T09:00:00+00:00,ORD-SPOR-000014-0001,208,208,false,false,1.0000,0.9430,1.0042,missing_optional_context,2026-04-30T09:00:00+00:00
854ec760-dd4b-5437-9098-399167719bdf,e3e08a14-471a-5347-94f6-b2369070c3a7,61,19.86,1211.46,PLN,wholesale,DE-East,2026-04-30T10:00:00+00:00,ORD-SPOR-000014-0001,112,61,true,false,1.0000,0.9430,0.9593,ok,2026-04-30T10:00:00+00:00
8ba14a63-6d0d-5cac-8e0a-5429f0c5951a,5030188b-d814-53c3-9914-3a99743cea2f,38,34.70,1318.60,PLN,wholesale,DE-East,2026-04-30T11:00:00+00:00,ORD-SPOR-000014-0001,38,38,false,false,1.0000,0.9430,1.0339,ok,2026-04-30T11:00:00+00:00
b4b97ac3-409e-5113-87d4-c7f63cd46001,c6ad2817-6d98-5707-85ba-460e2ab44c7a,22,49.54,1089.88,PLN,wholesale,DE-East,2026-04-30T12:00:00+00:00,ORD-SPOR-000014-0001,22,22,false,false,1.0000,0.9430,0.9380,ok,2026-04-30T12:00:00+00:00
fd331d71-873b-5a0e-94f5-26898c8d1915,92541b74-41dc-5325-b5f8-c731758cbdfc,388,36.56,14185.28,PLN,online,PL-North,2026-04-30T10:00:00+00:00,ORD-TOYS-000015-0001,388,388,false,false,1.0000,0.9370,0.9056,ok,2026-04-30T10:00:00+00:00
913a2342-98b7-5b96-a733-c030651e4875,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,199,38.41,7643.59,PLN,online,PL-North,2026-04-30T11:00:00+00:00,ORD-PET -000016-0001,199,199,false,false,1.0000,0.9730,0.8891,ok,2026-04-30T11:00:00+00:00
44b476ae-d645-553c-8442-0dff68d9b884,6836df32-8a55-5c22-8e6b-ed15005c6d4a,465,40.27,18725.55,PLN,store,PL-Central,2026-04-30T12:00:00+00:00,ORD-ELEC-000017-0001,465,465,false,false,1.0000,0.9310,0.9767,ok,2026-04-30T12:00:00+00:00
dceb260c-5b84-56c3-9ea2-02fc92819c8c,60fc91ce-c105-5d41-a03f-c6f4490669e1,316,42.12,13309.92,PLN,marketplace,PL-South,2026-04-30T13:00:00+00:00,ORD-HOME-000018-0001,316,316,false,false,1.0000,0.9520,1.0595,ok,2026-04-30T13:00:00+00:00
25acdc2c-75af-5c21-8725-b7c2e3f3b8d8,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,152,43.98,6684.96,PLN,wholesale,DE-East,2026-04-30T14:00:00+00:00,ORD-GROC-000019-0001,152,152,false,false,1.0000,0.9790,1.0452,ok,2026-04-30T14:00:00+00:00
69479c8a-b642-5a82-a9af-0fae24b40e50,f000d381-f2f7-5a93-bc43-825f298a7685,29,23.57,683.53,PLN,wholesale,DE-East,2026-04-30T15:00:00+00:00,ORD-GROC-000019-0001,53,29,true,false,1.0000,0.9730,0.8241,ok,2026-04-30T15:00:00+00:00
87cde37e-5b6d-584e-be6c-82ece7d5808e,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,12,38.41,460.92,PLN,wholesale,DE-East,2026-04-30T16:00:00+00:00,ORD-GROC-000019-0001,12,12,false,false,1.0000,0.9730,0.8074,ok,2026-04-30T16:00:00+00:00
1ee50ad0-8cb8-5d3b-9b83-163bd9fa8802,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,34,53.25,1810.50,PLN,wholesale,DE-East,2026-04-30T17:00:00+00:00,ORD-GROC-000019-0001,34,34,false,false,1.0000,0.9730,0.7874,ok,2026-04-30T17:00:00+00:00
b395c0cd-ea4a-5f20-953b-926222776a2a,b3eddb5e-2feb-5a7d-9d80-832a203e282f,201,45.83,9211.83,PLN,online,PL-North,2026-04-30T15:00:00+00:00,ORD-FASH-000020-0001,201,201,false,false,1.0000,0.9190,0.9865,late_event,2026-04-30T17:00:00+00:00
4f4b5aee-82f6-5c3a-aa3a-8f3490870a3c,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,142,18.01,2557.42,PLN,online,PL-North,2026-04-30T16:00:00+00:00,ORD-FASH-000020-0001,259,142,true,false,1.0000,0.9580,0.9327,ok,2026-04-30T16:00:00+00:00
64b958f2-beb4-5ab0-b87c-a4dff4342560,360ec9af-06ab-53b8-adcc-f0a8badedcdf,163,47.69,7773.47,PLN,online,PL-North,2026-04-30T16:00:00+00:00,ORD-BEAU-000021-0001,163,163,false,false,1.0000,0.9580,0.9533,ok,2026-04-30T16:00:00+00:00
102e9ec6-823b-5024-acc8-21f35d1b993a,c6ad2817-6d98-5707-85ba-460e2ab44c7a,316,49.54,15654.64,PLN,store,PL-Central,2026-04-30T17:00:00+00:00,ORD-SPOR-000022-0001,316,316,false,false,1.0000,0.9430,0.9168,ok,2026-04-30T17:00:00+00:00
fb59763d-adb1-5a05-bdf6-e9a53bf9ded1,44953a4d-66fb-5d64-9644-a9213ce753fb,334,51.40,17167.60,PLN,marketplace,PL-South,2026-04-30T18:00:00+00:00,ORD-TOYS-000023-0001,334,334,false,false,1.0000,0.9370,0.9499,ok,2026-04-30T18:00:00+00:00
54673445-c772-5c54-9ab3-e25f2196712e,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,291,53.25,15495.75,PLN,wholesale,DE-East,2026-04-30T19:00:00+00:00,ORD-PET -000024-0001,291,291,false,false,1.0000,0.9730,1.2112,ok,2026-04-30T19:00:00+00:00
fc0b0616-7fe1-580b-b430-8166ba8b495a,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,100,14.30,1430.00,PLN,wholesale,DE-East,2026-04-30T08:00:00+00:00,ORD-PET -000024-0001,183,100,true,false,1.0000,0.9790,0.9802,ok,2026-04-30T08:00:00+00:00
164da737-9d79-57f2-a346-aa1e6d7163e6,163da9b8-d3e0-5f9e-9dd3-954c345c7684,18,29.14,524.52,PLN,wholesale,DE-East,2026-04-30T09:00:00+00:00,ORD-PET -000024-0001,18,18,false,false,1.0000,0.9790,1.2054,late_event,2026-04-30T11:00:00+00:00
5ab7ed34-8ff7-5aaf-962b-fc8832e6e573,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,20,43.98,879.60,PLN,wholesale,DE-East,2026-04-30T10:00:00+00:00,ORD-PET -000024-0001,20,20,false,false,1.0000,0.9790,0.7873,ok,2026-04-30T10:00:00+00:00
41664d5f-8148-5da1-818e-27b1cc8cf219,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,506,55.11,27885.66,PLN,online,PL-North,2026-04-30T08:00:00+00:00,ORD-ELEC-000025-0001,506,506,false,false,1.0000,0.9310,1.0998,ok,2026-04-30T08:00:00+00:00
76654f8d-f757-574d-adca-ab81a1e83bf6,b6756d87-a0a0-556a-b6ed-1c904680ceb4,67,56.96,3816.32,PLN,online,PL-North,2026-04-30T09:00:00+00:00,ORD-HOME-000026-0001,67,67,false,false,1.0000,0.9520,1.0745,ok,2026-04-30T09:00:00+00:00
3a0170cd-4467-5eb1-8305-9394b3011c22,78d65be0-4c32-5c7a-932c-89673632def9,61,58.82,3588.02,PLN,store,PL-Central,2026-04-30T10:00:00+00:00,ORD-GROC-000027-0001,61,61,false,false,1.0000,0.9790,0.8879,missing_optional_context,2026-04-30T10:00:00+00:00
29861045-5958-570d-a5d2-c3d89115fe8f,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,32,60.67,1941.44,PLN,marketplace,PL-South,2026-04-30T11:00:00+00:00,ORD-FASH-000028-0001,32,32,false,false,1.0000,0.9190,0.9416,ok,2026-04-30T11:00:00+00:00
fce571fd-a499-55ce-a76d-b9dec5320b35,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,190,18.01,3421.90,PLN,marketplace,PL-South,2026-04-30T12:00:00+00:00,ORD-FASH-000028-0001,346,190,true,false,1.0000,0.9580,0.9775,ok,2026-04-30T12:00:00+00:00
823dd93f-00b8-5143-b5db-21f4390a2d52,e97682bc-117f-532b-8b65-b717c09bc30f,21,62.53,1313.13,PLN,wholesale,DE-East,2026-04-30T12:00:00+00:00,ORD-BEAU-000029-0001,21,21,false,false,1.0000,0.9580,1.0368,ok,2026-04-30T12:00:00+00:00
0455e90c-62c8-5ad6-bdb1-62f29a6f791e,b17680da-3917-5612-9246-0a9b60e6efe9,57,16.15,920.55,PLN,wholesale,DE-East,2026-04-30T13:00:00+00:00,ORD-BEAU-000029-0001,105,57,true,false,1.0000,0.9190,0.8129,ok,2026-04-30T13:00:00+00:00
b2d37db3-aba0-576c-b151-a4e5228565d2,ca2f4809-df5a-51b1-b5eb-635bec356f40,10,30.99,309.90,PLN,wholesale,DE-East,2026-04-30T14:00:00+00:00,ORD-BEAU-000029-0001,10,10,false,false,1.0000,0.9190,0.9287,ok,2026-04-30T14:00:00+00:00
5ddf746c-517f-5d64-b937-43a5894edcaa,b7d44817-034b-51e8-84f0-70a921a96cdb,83,64.38,5343.54,PLN,online,PL-North,2026-04-30T13:00:00+00:00,ORD-SPOR-000030-0001,83,83,false,false,1.0000,0.9430,0.9658,ok,2026-04-30T13:00:00+00:00
278e086a-ca93-5c7c-8109-62db0cc7c693,85e7e944-3e11-5a89-ac96-c23167ff32dc,50,66.24,3312.00,PLN,online,PL-North,2026-04-30T14:00:00+00:00,ORD-TOYS-000031-0001,50,50,false,false,1.0000,0.9370,0.9196,ok,2026-04-30T14:00:00+00:00
bb862228-775a-54ec-9df8-7e3ce64abfec,6ef80540-16c7-551c-95b8-9ae7373e7908,108,21.72,2345.76,PLN,online,PL-North,2026-04-30T15:00:00+00:00,ORD-TOYS-000031-0001,197,108,true,false,1.0000,0.9370,1.0152,ok,2026-04-30T15:00:00+00:00
6606c011-8d0a-5fbc-8b23-4b3d403734bf,975dfb1e-69d1-5f10-8875-2e1acefd4859,98,68.09,6672.82,PLN,store,PL-Central,2026-04-30T15:00:00+00:00,ORD-PET -000032-0001,98,98,false,false,1.0000,0.9730,1.0157,ok,2026-04-30T15:00:00+00:00
9e776bb3-8052-5a24-9a1c-8a4abb058898,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,54,69.95,3777.30,PLN,marketplace,PL-South,2026-04-30T16:00:00+00:00,ORD-ELEC-000033-0001,54,54,false,false,1.0000,0.9310,0.8865,ok,2026-04-30T16:00:00+00:00
879ea284-2fdb-5705-8554-89667fb087ab,576f0781-3104-5d50-92f3-befe834a6fa6,281,10.59,2975.79,PLN,marketplace,PL-South,2026-04-30T17:00:00+00:00,ORD-ELEC-000033-0001,512,281,true,false,1.0000,0.9310,1.1299,ok,2026-04-30T17:00:00+00:00
d0a8696f-9eaf-5ce8-89d7-5f5052ae8ced,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,62,71.80,4451.60,PLN,wholesale,DE-East,2026-04-30T17:00:00+00:00,ORD-HOME-000034-0001,62,62,false,false,1.0000,0.9520,1.1087,ok,2026-04-30T17:00:00+00:00
d6112a73-9fb9-5ae7-9f15-746b9ab54f91,38d5dc41-891b-50f6-a02f-fda88ad8ccde,123,12.44,1530.12,PLN,wholesale,DE-East,2026-04-30T18:00:00+00:00,ORD-HOME-000034-0001,225,123,true,false,1.0000,0.9520,0.9576,ok,2026-04-30T18:00:00+00:00
5f0110a3-b4d2-537f-89bd-3b675c9e3346,7b6c271c-85eb-5849-9da9-76e7ab8e881f,27,27.28,736.56,PLN,wholesale,DE-East,2026-04-30T19:00:00+00:00,ORD-HOME-000034-0001,27,27,false,false,1.0000,0.9520,0.7980,ok,2026-04-30T19:00:00+00:00
e7386b6c-ee76-5239-854c-c04ab6060449,60fc91ce-c105-5d41-a03f-c6f4490669e1,22,42.12,926.64,PLN,wholesale,DE-East,2026-04-30T08:00:00+00:00,ORD-HOME-000034-0001,22,22,false,false,1.0000,0.9520,1.2019,ok,2026-04-30T08:00:00+00:00
46fb3ef2-8286-5900-ab04-5188d08c2ccb,2532c2ec-f726-59a0-9af7-a077b1c5c99d,42,73.66,3093.72,PLN,online,PL-North,2026-04-30T18:00:00+00:00,ORD-GROC-000035-0001,42,42,false,false,1.0000,0.9790,0.9728,ok,2026-04-30T18:00:00+00:00
13403919-f122-5aa5-8649-42c2459be952,f000d381-f2f7-5a93-bc43-825f298a7685,70,23.57,1649.90,PLN,online,PL-North,2026-04-30T19:00:00+00:00,ORD-GROC-000035-0001,128,70,true,false,1.0000,0.9730,0.8664,ok,2026-04-30T19:00:00+00:00
a66e3040-7600-5098-b09f-2c58e7a6567a,6e80b7e9-0667-54ce-838e-56aca777afef,51,75.51,3851.01,PLN,online,PL-North,2026-04-30T19:00:00+00:00,ORD-FASH-000036-0001,51,51,false,false,1.0000,0.9190,0.9356,ok,2026-04-30T19:00:00+00:00
0c41f3ff-74d1-57a6-897a-41c55e385356,9a6922f7-9343-52bc-89b0-d1db33a0340d,47,77.37,3636.39,PLN,store,PL-Central,2026-04-30T08:00:00+00:00,ORD-BEAU-000037-0001,47,47,false,false,1.0000,0.9580,0.9799,ok,2026-04-30T08:00:00+00:00
ade907d8-a6df-56b6-a195-14b4f71a61af,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,140,79.22,11090.80,PLN,marketplace,PL-South,2026-04-30T09:00:00+00:00,ORD-SPOR-000038-0001,140,140,false,false,1.0000,0.9430,0.9997,ok,2026-04-30T09:00:00+00:00
e91e3c3f-04af-5f8c-8cec-30c71207fc34,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,13,81.08,1054.04,PLN,wholesale,DE-East,2026-04-30T10:00:00+00:00,ORD-TOYS-000039-0001,13,13,false,false,1.0000,0.9370,1.0046,ok,2026-04-30T10:00:00+00:00
94068f60-e32d-50fd-8100-bc1f86d20bfa,6ef80540-16c7-551c-95b8-9ae7373e7908,38,21.72,825.36,PLN,wholesale,DE-East,2026-04-30T11:00:00+00:00,ORD-TOYS-000039-0001,69,38,true,false,1.0000,0.9370,0.9268,ok,2026-04-30T11:00:00+00:00
de835ab3-7d5f-5c70-8d61-f75de5e0b315,92541b74-41dc-5325-b5f8-c731758cbdfc,30,36.56,1096.80,PLN,wholesale,DE-East,2026-04-30T12:00:00+00:00,ORD-TOYS-000039-0001,30,30,false,false,1.0000,0.9370,0.8911,ok,2026-04-30T12:00:00+00:00
d47db083-92a7-53a5-8b00-dba4e734133b,ac8ce360-9980-5f71-b176-285323c963b8,43,82.93,3565.99,PLN,online,PL-North,2026-04-30T11:00:00+00:00,ORD-PET -000040-0001,43,43,false,false,1.0000,0.9730,1.1792,ok,2026-04-30T11:00:00+00:00
5862d127-e5b4-5083-88f2-487878f970df,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,264,14.30,3775.20,PLN,online,PL-North,2026-04-30T12:00:00+00:00,ORD-PET -000040-0001,481,264,true,false,1.0000,0.9790,1.1325,ok,2026-04-30T12:00:00+00:00
d485f76c-736f-5c32-b990-4e4951045db9,58e54d28-afe6-5090-9990-c3649b754085,109,84.79,9242.11,PLN,online,PL-North,2026-04-30T12:00:00+00:00,ORD-ELEC-000041-0001,109,109,false,false,1.0000,0.9310,1.2078,ok,2026-04-30T12:00:00+00:00
afab13a7-2742-596c-a406-37f632599950,576f0781-3104-5d50-92f3-befe834a6fa6,208,10.59,2202.72,PLN,online,PL-North,2026-04-30T13:00:00+00:00,ORD-ELEC-000041-0001,378,208,true,false,1.0000,0.9310,0.9380,ok,2026-04-30T13:00:00+00:00
79dc6f8d-27ee-5bde-92e3-e2a82265084c,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,38,86.64,3292.32,PLN,store,PL-Central,2026-04-30T13:00:00+00:00,ORD-HOME-000042-0001,38,38,false,false,1.0000,0.9520,0.8751,ok,2026-04-30T13:00:00+00:00
f73b6abb-1f58-50ba-bbe7-bd2f39bad143,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,141,88.50,12478.50,PLN,marketplace,PL-South,2026-04-30T14:00:00+00:00,ORD-GROC-000043-0001,141,141,false,false,1.0000,0.9790,1.1220,ok,2026-04-30T14:00:00+00:00
d6ab98ba-8f0e-59ef-93c0-b2a09dda73f7,aea54154-8157-5774-8110-fba37ae17360,30,90.35,2710.50,PLN,wholesale,DE-East,2026-04-30T15:00:00+00:00,ORD-FASH-000044-0001,30,30,false,false,1.0000,0.9190,0.9432,ok,2026-04-30T15:00:00+00:00
4ca4099f-f8d4-53dd-8351-84c205029364,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,61,18.01,1098.61,PLN,wholesale,DE-East,2026-04-30T16:00:00+00:00,ORD-FASH-000044-0001,111,61,true,false,1.0000,0.9580,0.9080,ok,2026-04-30T16:00:00+00:00
e25564dd-9d2d-5df1-8450-62a126e77420,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,18,32.85,591.30,PLN,wholesale,DE-East,2026-04-30T17:00:00+00:00,ORD-FASH-000044-0001,18,18,false,false,1.0000,0.9580,1.0525,ok,2026-04-30T17:00:00+00:00
b4e23522-839b-56d7-b4b6-55da199ddfc2,293b0637-4956-51c6-b5b9-b71cef14f7a6,77,92.21,7100.17,PLN,online,PL-North,2026-04-30T16:00:00+00:00,ORD-BEAU-000045-0001,77,77,false,false,1.0000,0.9580,1.0649,ok,2026-04-30T16:00:00+00:00
dc74e45f-5278-589c-984c-45aecdcbf3d6,b17680da-3917-5612-9246-0a9b60e6efe9,139,16.15,2244.85,PLN,online,PL-North,2026-04-30T17:00:00+00:00,ORD-BEAU-000045-0001,253,139,true,false,1.0000,0.9190,0.8612,ok,2026-04-30T17:00:00+00:00
835c9ea4-9ff0-5aae-b4d9-ef7fd3b55a08,5125db4d-be56-5fed-8c57-2cb37186845a,42,94.06,3950.52,PLN,online,PL-North,2026-04-30T17:00:00+00:00,ORD-SPOR-000046-0001,42,42,false,false,1.0000,0.9430,0.9168,ok,2026-04-30T17:00:00+00:00
f3f8eeff-78e5-5937-a169-6753d1673a72,ce797b7a-af13-5663-88da-14c0a9fe5a63,17,95.92,1630.64,PLN,store,PL-Central,2026-04-30T18:00:00+00:00,ORD-TOYS-000047-0001,17,17,false,false,1.0000,0.9370,1.1590,ok,2026-04-30T18:00:00+00:00
270c8609-ce9d-5940-9838-40bf91847c24,ef4975d2-c692-52bd-9c55-6fc144747695,125,97.77,12221.25,PLN,marketplace,PL-South,2026-04-30T19:00:00+00:00,ORD-PET -000048-0001,125,125,false,false,1.0000,0.9730,1.0312,ok,2026-04-30T19:00:00+00:00
2e00a13f-040a-500d-ba6a-a95a671fecc9,91c81a29-2ca8-52e7-bffd-af9c56b7218c,6,99.63,597.78,PLN,wholesale,DE-East,2026-04-30T08:00:00+00:00,ORD-ELEC-000049-0001,6,6,false,false,1.0000,0.9310,1.0920,ok,2026-04-30T08:00:00+00:00
b0903e12-3723-597c-99e5-94556cff5507,576f0781-3104-5d50-92f3-befe834a6fa6,82,10.59,868.38,PLN,wholesale,DE-East,2026-04-30T09:00:00+00:00,ORD-ELEC-000049-0001,150,82,true,false,1.0000,0.9310,0.9606,ok,2026-04-30T09:00:00+00:00
5e824365-1d0b-5b7f-910e-5e77680ea8a8,22d48f3a-5014-5123-a1e5-345e1ddd84a3,20,25.43,508.60,PLN,wholesale,DE-East,2026-04-30T10:00:00+00:00,ORD-ELEC-000049-0001,20,20,false,false,1.0000,0.9310,1.0215,ok,2026-04-30T10:00:00+00:00
bf5910c6-3a74-5596-a1e3-e63b10096879,6836df32-8a55-5c22-8e6b-ed15005c6d4a,29,40.27,1167.83,PLN,wholesale,DE-East,2026-04-30T11:00:00+00:00,ORD-ELEC-000049-0001,29,29,false,false,1.0000,0.9310,0.8878,ok,2026-04-30T11:00:00+00:00
6a936ab7-d792-5095-aedc-ca2e74edb7cd,ef601e27-fbe0-531a-8b8b-900d8745a901,118,101.48,11974.64,PLN,online,PL-North,2026-04-30T09:00:00+00:00,ORD-HOME-000050-0001,118,118,false,false,1.0000,0.9520,1.1944,ok,2026-04-30T09:00:00+00:00
