id,product_id,stock_quantity,unit_of_measure,warehouse_code,recorded_at,ingested_at,created_at
67b604c6-1f18-522a-b446-40286f48b5e1,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,2230,pcs,WH-0001,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
8e732241-e512-5e33-9dbc-1eff2db21f1d,b6756d87-a0a0-556a-b6ed-1c904680ceb4,730,pcs,WH-0002,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
d8eeebae-904d-53a3-b463-ce37fdf21d32,78d65be0-4c32-5c7a-932c-89673632def9,780,pcs,WH-0003,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
5675c40a-929d-5613-b538-922e9cbe59d3,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,601,pcs,WH-0001,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
d19ec851-ee23-543b-aa85-0445a1e3be2f,e97682bc-117f-532b-8b65-b717c09bc30f,754,pcs,WH-0002,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
e899fc37-e147-50b3-abc1-cfc5b355992c,b7d44817-034b-51e8-84f0-70a921a96cdb,1011,pcs,WH-0003,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
6c399a3a-43ff-59bb-8940-80b622a8702e,85e7e944-3e11-5a89-ac96-c23167ff32dc,832,pcs,WH-0001,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
56f67118-e44c-50e4-9630-757021ea2836,975dfb1e-69d1-5f10-8875-2e1acefd4859,1085,pcs,WH-0002,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
74af4376-7376-5398-b69d-00dc3d7da1e6,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,888,pcs,WH-0003,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
14d0b963-4d62-5810-b6ab-d883857a9976,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,1375,pcs,WH-0001,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
1bfa6369-53b4-5f54-98ba-0a7ae08de440,2532c2ec-f726-59a0-9af7-a077b1c5c99d,888,pcs,WH-0002,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
f5cbb94a-2001-5932-a664-fa473e4fc192,6e80b7e9-0667-54ce-838e-56aca777afef,972,pcs,WH-0003,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
0d224c3d-c803-55d0-a529-67960183163a,9a6922f7-9343-52bc-89b0-d1db33a0340d,472,pcs,WH-0001,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
972b14ee-4a51-5235-9361-6cfc338f4323,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,706,pcs,WH-0002,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
9e63cfb9-b5cf-558a-a7d9-ce95c291c5fe,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,468,pcs,WH-0003,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
f506a7f5-b675-5e0d-a36b-12051523d379,ac8ce360-9980-5f71-b176-285323c963b8,520,pcs,WH-0001,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
b9e8d399-752b-58f6-a266-6afa233ea27a,58e54d28-afe6-5090-9990-c3649b754085,736,pcs,WH-0002,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
866e0e5b-20a5-5f4c-a2ee-ffd2a4d98601,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,585,pcs,WH-0003,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
7a481a01-b7f1-5eaf-86d3-9dab9a77d472,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,862,pcs,WH-0001,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
7ebc8f5d-7e24-504c-8841-3a4d285a774d,aea54154-8157-5774-8110-fba37ae17360,825,pcs,WH-0002,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
6d3b4467-4381-5fc2-860f-d277c7c67875,293b0637-4956-51c6-b5b9-b71cef14f7a6,840,pcs,WH-0003,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
83519ce8-c39d-53b2-82d8-981a50b1f896,5125db4d-be56-5fed-8c57-2cb37186845a,454,pcs,WH-0001,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
19748283-be36-5474-a0fd-cdd5f43b80d2,ce797b7a-af13-5663-88da-14c0a9fe5a63,358,pcs,WH-0002,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
6138fcce-e26b-5b37-a139-e6ac583233e3,ef4975d2-c692-52bd-9c55-6fc144747695,712,pcs,WH-0003,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
ad99cbd4-8d3c-5ea9-a022-15ec8f4f24c5,91c81a29-2ca8-52e7-bffd-af9c56b7218c,376,pcs,WH-0001,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
38253856-2f42-56dd-90b5-8fdc02c73a86,ef601e27-fbe0-531a-8b8b-900d8745a901,710,pcs,WH-0002,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
54600d1f-81bc-5c96-8e09-f3d421e4db8d,ee0c49cd-0889-5cbf-90de-badbe7517995,550,pcs,WH-0003,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
80eeb13b-ee80-5df0-a45d-bea139680abc,c74c4e40-b157-5011-aa3d-ec349fb61826,619,pcs,WH-0001,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
556a8eda-3368-536b-a726-b45e0f08900d,bdef6401-48fd-5078-a4a6-0b385d763314,720,pcs,WH-0002,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
c9b382b4-8c81-58a9-9faf-c63a6316af36,7ee0dda2-02c2-549d-92e2-6eb7117b919d,566,pcs,WH-0003,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
9bec91d0-5159-5bc6-9009-ead3d79af248,ab4674bc-4106-51c6-b44a-9ca109374b4f,400,pcs,WH-0001,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
9cb89040-f348-51ec-8aeb-98bd6aab3e52,88370064-3581-5cf2-9047-50dd2a1397e0,355,pcs,WH-0002,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
c21b7da7-b1b5-5d51-ad5e-80c07d7cc06d,e99fb2c3-af82-55dc-a4f5-05e1d6698616,328,pcs,WH-0003,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
216eed40-3480-56e6-907f-20d4ba6c209a,f32ca738-f369-5d10-a674-7ee267c90f10,310,pcs,WH-0001,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
302a92bb-5d77-5ef2-8a7f-1eb86a864162,1a75e928-29ff-5256-9b8e-492b71e4a9eb,464,pcs,WH-0002,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
e08c504e-70e3-56aa-b604-e8f64f2f06d1,c05f9712-2ad5-54a6-bb81-158133cd3bd9,568,pcs,WH-0003,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
e986521d-6260-55b3-a9e5-bf5d48909da1,dcbefd02-d790-5d82-b528-14470a618fa6,448,pcs,WH-0001,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
dd669dd6-3a12-5467-9a0d-90e1a3d50ee1,70103cb6-8c8c-5035-8835-8dba958ea703,407,pcs,WH-0002,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
de0ad1be-5e96-5567-9a14-e4cf67c296c5,874f1b3f-f15c-5575-af9b-537ba7b68f80,540,pcs,WH-0003,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
43c1c313-0fe9-52e7-bc62-6c13ac6f049f,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,622,pcs,WH-0001,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
7b5b9382-e1b0-50cb-a681-19318115c64a,9b06f7c5-92ba-5990-be5b-a7cd92658adc,666,pcs,WH-0002,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
74af34ac-5846-573e-b247-fdacc83496da,2e22974b-0c82-5383-be4f-44adda569aa6,597,pcs,WH-0003,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
18a13175-77a1-5880-ab0b-69b603395c71,284bddee-b37c-5c36-8aab-81867975f179,496,pcs,WH-0001,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
92b50eb4-53b5-51f9-bb4f-63f6e9f8731f,06acb399-de3d-5662-8c40-c27c44a03030,635,pcs,WH-0002,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
075b2ecf-37cd-5faa-bc01-b34e1e488673,b3187164-9efe-5f40-864a-e693c1808c39,602,pcs,WH-0003,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
3c392107-3e6b-5b0c-bb71-ddcfd81e1d83,c9bc50a8-e5f6-504c-8618-2e9c520992ff,538,pcs,WH-0001,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
f814a570-c505-540c-bf6a-5bcb99bfad19,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,748,pcs,WH-0002,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
4047a0e9-88ab-54ae-8076-7352038a75d8,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,682,pcs,WH-0003,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
81723aa5-7075-545c-a6aa-037ec1327869,953af428-8548-5852-860e-88337bcfda1c,352,pcs,WH-0001,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
a74119d7-90e7-53d5-8218-3ace5e89c90c,6a250ba0-29a8-5939-9cc1-cba774d5109f,459,pcs,WH-0002,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
99ed77d3-07b1-5868-a220-d7db7c2d9b7c,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,412,pcs,WH-0003,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
1a7be320-2ed3-5b1e-a4bd-3685a6fe890c,39f8628a-0f86-548c-91ee-718cae91d0c3,385,pcs,WH-0001,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
ec9c42b4-baae-5352-9835-71d9488e5359,d7ba719e-c372-52f1-a68d-888ec8fb1196,384,pcs,WH-0002,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
06ba2d4c-db1a-5d66-8493-b29f32c2a309,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,364,pcs,WH-0003,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
49c1893d-690d-5c38-88cd-69049f21ba78,1564b2e3-5405-5bf0-8ac8-706225799233,466,pcs,WH-0001,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
a233550b-122b-56a0-9272-d8a5adadf7ae,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,388,pcs,WH-0002,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
2b591893-eeba-5796-96a9-c07853ed7810,818addc5-51d4-57c7-a7c6-b66bb513dcaf,340,pcs,WH-0003,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
a7645582-a941-5791-977b-b5a0e1ae6e33,6b73c00c-e450-51d6-b955-9cca56d368d3,517,pcs,WH-0001,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
23b00d05-6935-5355-8543-ec6b206af863,e213b766-e8ca-56ff-8715-94a8c16a108d,358,pcs,WH-0002,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
4ef71a05-5b7a-533b-976b-540cdcad148f,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,413,pcs,WH-0003,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
ee787428-7a7a-5551-817a-5a2cf46cf309,fafbca1c-6412-5747-af13-5c9678cf76df,448,pcs,WH-0001,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
954c8307-93d5-5489-a518-4e342d60d4ed,80c37084-5ec1-5934-99a2-404b2f4d677a,285,pcs,WH-0002,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
28350765-0a60-548c-b1b9-17b82a88355b,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,342,pcs,WH-0003,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
2cc03d36-0cab-5a04-a508-eab9ec6b1f89,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,268,pcs,WH-0001,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
ee9e2ca1-a074-540b-9153-97a9f6dbeeab,adacd216-df4b-557a-bee5-9d117848c764,300,pcs,WH-0002,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
624e6142-c8a6-57ef-a9a8-cf9e338e41b1,ec348c6b-cb3f-5826-a791-37217bfd82f6,363,pcs,WH-0003,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
723a4f59-aade-583e-91e3-e40856a84441,8cf4f802-4e89-570e-93f8-e6fcceaa622b,232,pcs,WH-0001,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
7265bf2f-6da1-5d5a-b287-80441aa5749b,398b86fc-73de-5291-ac6a-14681329475c,199,pcs,WH-0002,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
65dd8882-9e8a-5033-912c-ac481eb6b7d8,e760945c-f9e6-5e2e-9858-aceb64faaf84,230,pcs,WH-0003,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
85a478bf-5f03-5082-b289-d9e9afba94c5,a5c55cd2-b68a-541d-8134-ac1136a677dc,220,pcs,WH-0001,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
ef8bad93-2422-5304-b910-cf869b100d43,ebd800fd-0820-5593-9f02-c5ad7575757b,176,pcs,WH-0002,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
1b36780a-3101-53f0-b9d9-14868e9c5f03,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,194,pcs,WH-0003,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
30cd03f4-1974-5e31-929e-3687b3f9888a,746e83f8-c019-5f34-be65-3ba6d9311b16,196,pcs,WH-0001,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
14093bf5-9898-5c23-90e1-dfaaee478e74,20bd9198-afef-51b5-88cd-25eecdc6a243,236,pcs,WH-0002,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
9e4c0748-d17e-5c5d-95bc-e9f85cae0790,da3b1539-9617-5466-87e9-e053e2419729,240,pcs,WH-0003,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
4099395a-6420-5852-b0e5-82e89ac7a6c0,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,202,pcs,WH-0001,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
3fc49082-8b8b-5a88-9cea-5580063fe4fd,576f0781-3104-5d50-92f3-befe834a6fa6,1642,pcs,WH-0002,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00
488a24b1-36a7-5388-ae2c-bf53c54af276,38d5dc41-891b-50f6-a02f-fda88ad8ccde,2058,pcs,WH-0003,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00
a5dac50e-7025-5206-b398-b62e7f18c65c,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2449,pcs,WH-0001,2026-04-23T10:00:00+00:00,2026-04-23T10:00:00+00:00,2026-04-23T10:00:00+00:00
29c2bf4f-4096-5336-8ba9-c7bea039be35,b17680da-3917-5612-9246-0a9b60e6efe9,2320,pcs,WH-0002,2026-04-23T11:00:00+00:00,2026-04-23T11:00:00+00:00,2026-04-23T11:00:00+00:00
95b48e6e-643d-5e21-af5d-282f51830aca,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2487,pcs,WH-0003,2026-04-23T12:00:00+00:00,2026-04-23T12:00:00+00:00,2026-04-23T12:00:00+00:00
7c342d13-de90-5974-8bea-9d3cbbc969a6,e3e08a14-471a-5347-94f6-b2369070c3a7,2397,pcs,WH-0001,2026-04-23T13:00:00+00:00,2026-04-23T13:00:00+00:00,2026-04-23T13:00:00+00:00
2d91c1e0-ea05-5ea6-a26e-6e6154f118d4,6ef80540-16c7-551c-95b8-9ae7373e7908,2404,pcs,WH-0002,2026-04-23T14:00:00+00:00,2026-04-23T14:00:00+00:00,2026-04-23T14:00:00+00:00
d7d01e78-27b3-51cf-ac2e-31745b6c0d77,f000d381-f2f7-5a93-bc43-825f298a7685,2392,pcs,WH-0003,2026-04-23T15:00:00+00:00,2026-04-23T15:00:00+00:00,2026-04-23T15:00:00+00:00
16bdc894-2bf5-538a-99cd-8b06af5edd60,22d48f3a-5014-5123-a1e5-345e1ddd84a3,1272,pcs,WH-0001,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00
369b0918-b424-5d44-86d9-f1c80b4a68c7,7b6c271c-85eb-5849-9da9-76e7ab8e881f,1525,pcs,WH-0002,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00
4b2806e4-3c5b-581a-b1fc-29db41594c92,163da9b8-d3e0-5f9e-9dd3-954c345c7684,1285,pcs,WH-0003,2026-04-23T10:00:00+00:00,2026-04-23T10:00:00+00:00,2026-04-23T10:00:00+00:00
ad6fd50c-0dfa-5591-9611-c28046715feb,ca2f4809-df5a-51b1-b5eb-635bec356f40,1214,pcs,WH-0001,2026-04-23T11:00:00+00:00,2026-04-23T11:00:00+00:00,2026-04-23T11:00:00+00:00
36db7876-6ba4-5cc9-bad5-0ad7551cb629,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,1486,pcs,WH-0002,2026-04-23T12:00:00+00:00,2026-04-23T12:00:00+00:00,2026-04-23T12:00:00+00:00
f8d6c1bc-de3b-50ce-8be8-b62c9ee2d5bc,5030188b-d814-53c3-9914-3a99743cea2f,1996,pcs,WH-0003,2026-04-23T13:00:00+00:00,2026-04-23T13:00:00+00:00,2026-04-23T13:00:00+00:00
cba6b334-06f8-5802-bcd0-91c9b63a0b70,92541b74-41dc-5325-b5f8-c731758cbdfc,2269,pcs,WH-0001,2026-04-23T14:00:00+00:00,2026-04-23T14:00:00+00:00,2026-04-23T14:00:00+00:00
7ad5fcc0-677f-5036-904f-46b1253d667d,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,1654,pcs,WH-0002,2026-04-23T15:00:00+00:00,2026-04-23T15:00:00+00:00,2026-04-23T15:00:00+00:00
5fa35ca4-c06f-5400-902d-b902add53e16,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2491,pcs,WH-0003,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00,2026-04-23T08:00:00+00:00
5092610a-b02f-5c45-9c73-6d95c57a0bcb,60fc91ce-c105-5d41-a03f-c6f4490669e1,1736,pcs,WH-0001,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00,2026-04-23T09:00:00+00:00
