id,product_id,price,currency,valid_from,valid_to,price_type,source,created_at
dfc81ec8-0655-53e0-82ab-0ed0335e1759,7b6c271c-85eb-5849-9da9-76e7ab8e881f,26.51,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-20
60609776-71b4-5694-bb14-bae1aa46d884,163da9b8-d3e0-5f9e-9dd3-954c345c7684,25.84,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-19
91f1d482-4452-50ff-a0b3-734422605938,163da9b8-d3e0-5f9e-9dd3-954c345c7684,27.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-19
d6ce4eb5-2e93-5d44-9b89-55ed74ffb7bf,163da9b8-d3e0-5f9e-9dd3-954c345c7684,28.31,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-19
834fdaf3-01ff-5bb3-8289-00fc90efe59f,ca2f4809-df5a-51b1-b5eb-635bec356f40,27.49,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-18
37c79860-5480-51e8-8ba6-4d5837317436,ca2f4809-df5a-51b1-b5eb-635bec356f40,29.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-18
0b4f9e68-9b07-5a39-b731-5e11335fce26,ca2f4809-df5a-51b1-b5eb-635bec356f40,30.12,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-18
493a4ab9-0bc6-569d-9997-41bf270dcbc0,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,29.13,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-17
86a61b9e-0496-502b-9d06-857bd1c71115,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,30.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-17
449fcf3d-3cfa-56d1-aa33-a00f4c90d04d,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,31.92,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-17
14d707a2-5e7b-539f-923a-76fdb8233a0b,5030188b-d814-53c3-9914-3a99743cea2f,30.78,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-16
84c349db-a414-52b5-ac66-3a4f64befaba,5030188b-d814-53c3-9914-3a99743cea2f,32.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-16
af376690-3c78-582d-9fe5-2bfcc3c64c36,5030188b-d814-53c3-9914-3a99743cea2f,33.72,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-16
8f442353-9391-5acf-83d9-f85873d830d9,92541b74-41dc-5325-b5f8-c731758cbdfc,32.42,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-15
3ea36701-9ce3-5191-bdfd-5c128a3e4925,92541b74-41dc-5325-b5f8-c731758cbdfc,34.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-15
ecd1821a-5a25-537d-8315-d6afc8d0a50e,92541b74-41dc-5325-b5f8-c731758cbdfc,35.52,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-15
ebdfd783-e7f7-53eb-a7c9-a0c9800acab3,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,34.07,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-14
ca874d5c-4025-50d5-a375-032fe03e0f18,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,36.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-14
33642fc2-b39a-5951-8c07-f21780967a97,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,37.33,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-14
0342a984-a919-5c54-b8c7-f0e713c52a3b,6836df32-8a55-5c22-8e6b-ed15005c6d4a,35.71,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-13
f63b54b9-6ea6-58cc-9690-e94faee40d82,6836df32-8a55-5c22-8e6b-ed15005c6d4a,37.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-13
0bad3470-4c8a-5c70-a151-af360367ca45,6836df32-8a55-5c22-8e6b-ed15005c6d4a,39.13,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-13
0c0590ac-10f9-5f23-9a51-3a946aaff917,60fc91ce-c105-5d41-a03f-c6f4490669e1,37.36,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-12
8af439d3-2d3d-58e7-af05-72d3fa0aa000,60fc91ce-c105-5d41-a03f-c6f4490669e1,39.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-12
8de6dbf6-6990-5957-b573-1fb7b8281969,60fc91ce-c105-5d41-a03f-c6f4490669e1,40.93,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-12
a3675bb9-0624-50b6-a8d9-58edd8efedfc,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,39.00,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-11
9d94010a-ff70-520b-ba2a-28151e41254f,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,41.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-11
8b0951e7-3840-5292-abdc-489a1a6cc5c7,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,42.73,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-11
d2e781d5-02d1-5251-9e40-20992467898c,b3eddb5e-2feb-5a7d-9d80-832a203e282f,40.65,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-10
0119d454-fd63-5ad1-b7ad-1e61f9e2c49a,b3eddb5e-2feb-5a7d-9d80-832a203e282f,43.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-10
537b2b48-c9a0-5f79-80bb-e3f26d008c93,b3eddb5e-2feb-5a7d-9d80-832a203e282f,44.54,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-10
54956c05-d7c4-58ae-8cdd-9827096bb2aa,360ec9af-06ab-53b8-adcc-f0a8badedcdf,42.29,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-09
181f8a4f-3fad-5da5-93a7-787c8d1ffb2c,360ec9af-06ab-53b8-adcc-f0a8badedcdf,44.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-09
5de07761-947c-5db1-983b-aa1811dcdc07,360ec9af-06ab-53b8-adcc-f0a8badedcdf,46.34,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-09
0e4d0b4e-13c4-5fea-8a04-1abd36485e1f,c6ad2817-6d98-5707-85ba-460e2ab44c7a,43.94,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-08
9d9fd451-d40f-5023-bf6e-1c4c36786709,c6ad2817-6d98-5707-85ba-460e2ab44c7a,46.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-08
eb0de47f-2d40-507a-96fa-a5950dafa578,c6ad2817-6d98-5707-85ba-460e2ab44c7a,48.14,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-08
5dcffd7b-3839-5336-911b-da493244bc4f,44953a4d-66fb-5d64-9644-a9213ce753fb,45.58,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-07
54c2256c-8964-529e-98af-29dd09143a4e,44953a4d-66fb-5d64-9644-a9213ce753fb,48.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-07
05bf8a2b-e56a-5138-a87d-9738a7805505,44953a4d-66fb-5d64-9644-a9213ce753fb,49.94,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-07
df9ad43c-e90d-51a3-8216-5a2677853488,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,47.23,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-06
ca6f0344-0da0-529f-b8a2-deef4a1bdd14,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,50.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-06
d9703132-4e81-517b-8bea-b2bd05c5cc53,5acda6c0-5a1e-5e97-9a2c-6a29d8118012,51.75,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-06
e1ca6a51-6b3e-560b-b1fb-965adad92974,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,48.87,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-05
b5230518-bc2a-5248-95cb-48abe3d12922,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,51.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-05
ba0ead30-9ef9-5fd5-9c1b-f149e42a74b7,06f4fcc4-2bd2-526c-bfc8-6a4cbad967b3,53.55,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-05
8398ae59-4a7c-5d23-852e-9fb910b80dbe,b6756d87-a0a0-556a-b6ed-1c904680ceb4,50.52,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-04
a2241cad-4576-5d67-8da1-f990859b843f,b6756d87-a0a0-556a-b6ed-1c904680ceb4,53.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-04
cdc21466-83c7-5a94-9b98-e18923fcf817,b6756d87-a0a0-556a-b6ed-1c904680ceb4,55.35,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-04
48113b86-8d58-5f87-a209-92c06674c785,78d65be0-4c32-5c7a-932c-89673632def9,52.16,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-03
71b2adfb-a22e-5f47-b73c-549c25c91fb1,78d65be0-4c32-5c7a-932c-89673632def9,55.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-03
a1cc7151-9348-5a22-a228-5f35bb4fd4c0,78d65be0-4c32-5c7a-932c-89673632def9,57.15,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-03
07741429-153f-54cd-a579-ff885dcc794a,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,53.81,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-02
3ab28ae3-04f4-541d-955c-316c5c0879ad,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,57.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-02
9cda7a19-8e6d-58af-8296-a9dfb01f3a15,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,58.96,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-02
a7d16bcf-2b73-5f28-8006-e6f5a92546c9,e97682bc-117f-532b-8b65-b717c09bc30f,55.45,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-04-01
e655d6c0-cd86-5ba0-93bc-3bc3a885c6af,e97682bc-117f-532b-8b65-b717c09bc30f,58.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-04-01
21d682b2-6c69-5ea2-8642-853d349d2d80,e97682bc-117f-532b-8b65-b717c09bc30f,60.76,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-04-01
99ca8d1e-c003-50f0-a12a-d62eb2ef0bee,b7d44817-034b-51e8-84f0-70a921a96cdb,57.10,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-31
9aba0c89-9f64-5c20-85a6-7f9ffc5b1937,b7d44817-034b-51e8-84f0-70a921a96cdb,60.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-31
b59efb17-f438-5ad5-9cea-796544fb7d96,b7d44817-034b-51e8-84f0-70a921a96cdb,62.56,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-31
af368937-5e0a-5aa9-bc65-97d0e402063b,85e7e944-3e11-5a89-ac96-c23167ff32dc,58.74,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-30
cd552583-2b3a-51a2-a666-5386d90a9c24,85e7e944-3e11-5a89-ac96-c23167ff32dc,62.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-30
450a099c-47ad-5755-8d1f-483d1995a7ff,85e7e944-3e11-5a89-ac96-c23167ff32dc,64.36,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-30
6360077e-633a-5d16-abd4-1548ddc51c0b,975dfb1e-69d1-5f10-8875-2e1acefd4859,60.39,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-29
e7087130-313d-5c23-8978-7d1395284d15,975dfb1e-69d1-5f10-8875-2e1acefd4859,64.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-29
28baeb0e-636a-5f5c-8df1-109d75ba073b,975dfb1e-69d1-5f10-8875-2e1acefd4859,66.17,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-29
653d3fcf-dcb3-5c4b-ace3-a6142acc6f12,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,62.03,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-28
8d6c755e-408d-5556-97f0-2dc6022c16a0,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,65.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-28
6669fe03-406e-5c2b-92b9-a753943d509c,ac6c0b36-b856-5925-aca7-b8e3bb4639a3,67.97,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-28
e0871dd8-1e56-5bb2-a0fa-33240b79c22e,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,63.68,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-27
2bcbc17f-36ed-5b6b-bb8f-fe9aa7cbb2de,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,67.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-27
459f63fa-eec5-52e3-9a2e-5bd43c1d3361,7d15b52f-782f-5fa8-9c0b-78ebb03a07a5,69.77,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-27
f303e68d-6a67-552e-b68c-dc603cee5a53,2532c2ec-f726-59a0-9af7-a077b1c5c99d,65.32,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-26
1c59e79c-acee-5763-9172-1495d0343065,2532c2ec-f726-59a0-9af7-a077b1c5c99d,69.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-26
82fe8ae2-abfb-53c7-9251-5a7534660bf6,2532c2ec-f726-59a0-9af7-a077b1c5c99d,71.57,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-26
61559dcf-5455-568f-8e7c-667ac75c149d,6e80b7e9-0667-54ce-838e-56aca777afef,66.97,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-25
b0c6156f-5bcb-56a6-8352-9cd6bd5dbaec,6e80b7e9-0667-54ce-838e-56aca777afef,71.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-25
47406752-e660-50e0-92c4-96c07d786106,6e80b7e9-0667-54ce-838e-56aca777afef,73.38,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-25
ce5cd9b9-b88d-5614-8cfc-5aa69d4cb5c6,9a6922f7-9343-52bc-89b0-d1db33a0340d,68.61,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-24
8a03a13d-f879-5909-be84-a99c19c7ef13,9a6922f7-9343-52bc-89b0-d1db33a0340d,72.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-24
856ecc2f-8f6c-5acc-ac04-8b759073c357,9a6922f7-9343-52bc-89b0-d1db33a0340d,75.18,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-24
e1da34c7-e0dd-548f-a773-db9c1e5dbc95,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,70.26,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-23
5d125156-0ff7-54b7-ba74-bcf9eea8204c,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,74.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-23
f71db3fe-043e-56b5-8fff-1a9bdc59db39,f42ebea5-b984-5835-bd6a-106e6e6fdcfb,76.98,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-23
bc72534d-d2cf-537e-bbf5-a70f10798a5e,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,71.90,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-22
03aae538-a35a-552d-ba29-eb96fefe2e58,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,76.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-22
c722b965-08d9-5ae8-ba20-90adb46befea,9cf88386-0bed-5ac4-9a5f-045e8b2a7a00,78.78,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-22
92a816b3-9a7b-55c1-92ff-72e1ee10f5ba,ac8ce360-9980-5f71-b176-285323c963b8,73.55,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-21
b323e8b7-dfa0-5350-a286-f00125a3a0fa,ac8ce360-9980-5f71-b176-285323c963b8,78.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-21
a97a1d52-c98c-5dd4-8a33-41e80aca09e8,ac8ce360-9980-5f71-b176-285323c963b8,80.59,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-21
8c7da7c9-9f0d-5c41-b6a6-d2bdf0e0e403,58e54d28-afe6-5090-9990-c3649b754085,75.19,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-20
3d814948-dc22-5e94-b078-b9bf85cfe90d,58e54d28-afe6-5090-9990-c3649b754085,79.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-20
785de236-1b77-5681-a313-4e39207549d4,58e54d28-afe6-5090-9990-c3649b754085,82.39,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-20
e204de0b-a6ba-54de-bbc7-cae996f28145,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,76.84,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-19
e530d85e-ef75-5bfc-a93f-0e6cdc5ca66f,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,81.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-19
8d6d2b20-e291-5757-b453-3348c6afcb01,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,84.19,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-19
c1d55326-30ca-5f03-9c7b-a058e62f8b03,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,78.48,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-18
6f6b4936-d757-5b27-b893-9a9e5876ce9c,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,83.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-18
0a636783-0b57-5d77-81e4-ab78a31e06d1,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,85.99,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-18
d41fc688-5cd1-5498-b3e5-442e1154a65d,aea54154-8157-5774-8110-fba37ae17360,80.13,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-17
511dc40f-bdd7-51a0-a7e9-21916e634f21,aea54154-8157-5774-8110-fba37ae17360,85.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-17
34a5de90-956d-5c24-9a30-664d5ac8449a,aea54154-8157-5774-8110-fba37ae17360,87.80,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-17
b37014ae-7f6e-5cf3-b9fa-66e1eb4f59e7,293b0637-4956-51c6-b5b9-b71cef14f7a6,81.77,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-16
c978122d-9420-5842-94d5-8c355fc27a38,293b0637-4956-51c6-b5b9-b71cef14f7a6,86.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-16
32a71543-f69e-55be-8704-2d73f04af6f4,293b0637-4956-51c6-b5b9-b71cef14f7a6,89.60,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-16
108c4f2e-dfae-5cdd-9d94-9751c8dacf17,5125db4d-be56-5fed-8c57-2cb37186845a,83.42,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-15
752879ee-6e02-5783-b11e-dd31e686a8e2,5125db4d-be56-5fed-8c57-2cb37186845a,88.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-15
c5fed75c-5d60-5128-b532-95667f1e5ea3,5125db4d-be56-5fed-8c57-2cb37186845a,91.40,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-15
d0e83189-bfe3-52ec-b5bc-9559eba47028,ce797b7a-af13-5663-88da-14c0a9fe5a63,85.06,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-14
70c51e2f-8cb0-546b-9b96-e6ab354753e2,ce797b7a-af13-5663-88da-14c0a9fe5a63,90.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-14
4ba56354-00cc-52c9-8a0a-ee5d64721cbb,ce797b7a-af13-5663-88da-14c0a9fe5a63,93.20,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-14
185c3dff-bcc2-56bc-94d2-9ffa11f0ee35,ef4975d2-c692-52bd-9c55-6fc144747695,86.71,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-03-13
7df16a93-b096-523e-8b02-e58bd14d075e,ef4975d2-c692-52bd-9c55-6fc144747695,92.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-03-13
8fea5da3-2d10-59f7-a73c-5d856f7e6287,ef4975d2-c692-52bd-9c55-6fc144747695,95.01,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-03-13
