id,sku,name,category,brand,status,demand_class,demand_weight,price_elasticity,seasonal_pattern,return_rate
dcbefd02-d790-5d82-b528-14470a618fa6,BEAU-000061,Beauty Product 000061,Beauty,SkinLab,active,declining_product,0.9046,0.70,weekly_sensitive,0.08
70103cb6-8c8c-5035-8835-8dba958ea703,SPOR-000062,Sports Product 000062,Sports,FitCore,active,declining_product,0.7393,0.95,spring_summer_peak,0.11
874f1b3f-f15c-5575-af9b-537ba7b68f80,TOYS-000063,Toys Product 000063,Toys,PlayBox,active,declining_product,1.0983,1.05,holiday_peak,0.09
68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,PET -000064,Pet Care Product 000064,Pet Care,HappyPaws,active,declining_product,1.2348,0.45,weekly_sensitive,0.02
9b06f7c5-92ba-5990-be5b-a7cd92658adc,ELEC-000065,Electronics Product 000065,Electronics,SoundWave,active,declining_product,1.3027,1.15,weekly_sensitive,0.12
2e22974b-0c82-5383-be4f-44adda569aa6,HOME-000066,Home Improvement Product 000066,Home Improvement,NordicHome,active,declining_product,1.0666,0.80,spring_summer_peak,0.14
284bddee-b37c-5c36-8aab-81867975f179,GROC-000067,Grocery Product 000067,Grocery,GreenFarm,active,declining_product,0.7942,0.35,stable,0.01
06acb399-de3d-5662-8c40-c27c44a03030,FASH-000068,Fashion Product 000068,Fashion,UrbanNorth,active,declining_product,1.0613,1.35,holiday_peak,0.34
b3187164-9efe-5f40-864a-e693c1808c39,BEAU-000069,Beauty Product 000069,Beauty,SkinLab,active,declining_product,0.9486,0.70,weekly_sensitive,0.08
c9bc50a8-e5f6-504c-8618-2e9c520992ff,SPOR-000070,Sports Product 000070,Sports,FitCore,active,declining_product,0.7951,0.95,spring_summer_peak,0.11
13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,TOYS-000071,Toys Product 000071,Toys,PlayBox,active,declining_product,1.2048,1.05,holiday_peak,0.09
4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,PET -000072,Pet Care Product 000072,Pet Care,HappyPaws,active,declining_product,1.0502,0.45,weekly_sensitive,0.02
953af428-8548-5852-860e-88337bcfda1c,ELEC-000073,Electronics Product 000073,Electronics,SoundWave,active,declining_product,0.8902,1.15,weekly_sensitive,0.12
6a250ba0-29a8-5939-9cc1-cba774d5109f,HOME-000074,Home Improvement Product 000074,Home Improvement,NordicHome,active,declining_product,1.2946,0.80,spring_summer_peak,0.14
260c2bee-e4ea-5a81-b7cd-575a8882e7ca,GROC-000075,Grocery Product 000075,Grocery,GreenFarm,active,declining_product,1.0521,0.35,stable,0.01
39f8628a-0f86-548c-91ee-718cae91d0c3,FASH-000076,Fashion Product 000076,Fashion,UrbanNorth,active,clearance_product,1.0557,1.35,holiday_peak,0.34
d7ba719e-c372-52f1-a68d-888ec8fb1196,BEAU-000077,Beauty Product 000077,Beauty,SkinLab,active,clearance_product,0.9775,0.70,weekly_sensitive,0.08
09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,SPOR-000078,Sports Product 000078,Sports,FitCore,active,clearance_product,0.8159,0.95,spring_summer_peak,0.11
1564b2e3-5405-5bf0-8ac8-706225799233,TOYS-000079,Toys Product 000079,Toys,PlayBox,active,clearance_product,1.1625,1.05,holiday_peak,0.09
fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,PET -000080,Pet Care Product 000080,Pet Care,HappyPaws,active,clearance_product,0.8321,0.45,weekly_sensitive,0.02
818addc5-51d4-57c7-a7c6-b66bb513dcaf,ELEC-000081,Electronics Product 000081,Electronics,SoundWave,active,clearance_product,0.6648,1.15,weekly_sensitive,0.12
6b73c00c-e450-51d6-b955-9cca56d368d3,HOME-000082,Home Improvement Product 000082,Home Improvement,NordicHome,active,clearance_product,1.1758,0.80,spring_summer_peak,0.14
e213b766-e8ca-56ff-8715-94a8c16a108d,GROC-000083,Grocery Product 000083,Grocery,GreenFarm,active,clearance_product,0.6007,0.35,stable,0.01
4043dc4a-96a5-5cb6-8f09-37f10cce0de1,FASH-000084,Fashion Product 000084,Fashion,UrbanNorth,active,clearance_product,0.7756,1.35,holiday_peak,0.34
fafbca1c-6412-5747-af13-5c9678cf76df,BEAU-000085,Beauty Product 000085,Beauty,SkinLab,active,clearance_product,0.8211,0.70,weekly_sensitive,0.08
80c37084-5ec1-5934-99a2-404b2f4d677a,SPOR-000086,Sports Product 000086,Sports,FitCore,active,long_tail,0.5251,0.95,spring_summer_peak,0.11
4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,TOYS-000087,Toys Product 000087,Toys,PlayBox,active,long_tail,0.7451,1.05,holiday_peak,0.09
2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,PET -000088,Pet Care Product 000088,Pet Care,HappyPaws,active,long_tail,0.4493,0.45,weekly_sensitive,0.02
adacd216-df4b-557a-bee5-9d117848c764,ELEC-000089,Electronics Product 000089,Electronics,SoundWave,active,long_tail,0.5136,1.15,weekly_sensitive,0.12
ec348c6b-cb3f-5826-a791-37217bfd82f6,HOME-000090,Home Improvement Product 000090,Home Improvement,NordicHome,active,long_tail,0.7228,0.80,spring_summer_peak,0.14
8cf4f802-4e89-570e-93f8-e6fcceaa622b,GROC-000091,Grocery Product 000091,Grocery,GreenFarm,active,long_tail,0.6813,0.35,stable,0.01
398b86fc-73de-5291-ac6a-14681329475c,FASH-000092,Fashion Product 000092,Fashion,UrbanNorth,active,long_tail,0.3496,1.35,holiday_peak,0.34
e760945c-f9e6-5e2e-9858-aceb64faaf84,BEAU-000093,Beauty Product 000093,Beauty,SkinLab,active,long_tail,0.5957,0.70,weekly_sensitive,0.08
a5c55cd2-b68a-541d-8134-ac1136a677dc,SPOR-000094,Sports Product 000094,Sports,FitCore,active,long_tail,0.4277,0.95,spring_summer_peak,0.11
ebd800fd-0820-5593-9f02-c5ad7575757b,TOYS-000095,Toys Product 000095,Toys,PlayBox,active,long_tail,0.1965,1.05,holiday_peak,0.09
57a04d7b-ffa2-55d5-8e3c-3099d16cc188,PET -000096,Pet Care Product 000096,Pet Care,HappyPaws,active,long_tail,0.2913,0.45,weekly_sensitive,0.02
746e83f8-c019-5f34-be65-3ba6d9311b16,ELEC-000097,Electronics Product 000097,Electronics,SoundWave,active,long_tail,0.2700,1.15,weekly_sensitive,0.12
20bd9198-afef-51b5-88cd-25eecdc6a243,HOME-000098,Home Improvement Product 000098,Home Improvement,NordicHome,active,long_tail,0.4114,0.80,spring_summer_peak,0.14
da3b1539-9617-5466-87e9-e053e2419729,GROC-000099,Grocery Product 000099,Grocery,GreenFarm,active,long_tail,0.4960,0.35,stable,0.01
1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,FASH-000100,Fashion Product 000100,Fashion,UrbanNorth,active,long_tail,0.2458,1.35,holiday_peak,0.34
