id,order_id,product_id,quantity,unit_price,total_amount,currency
554a003d-f8a1-54c7-b35d-8f8b0b4fb708,374c82cd-02a5-5f80-a582-6e6e13f12fd3,ab1d5346-1d4b-582e-bd7a-c0685e487f0b,38,86.64,3292.32,PLN
5d024c2b-923e-564e-b924-a2bd8c6690c6,28cf9063-fbfc-5b67-8686-1735719fed77,5a4f9e8e-a5d6-5631-ae53-ffbfaec4450c,141,88.50,12478.50,PLN
98be71fb-1496-5306-b877-362ff96fec07,94b4bcd7-c63f-5680-bfd8-1adc59238908,aea54154-8157-5774-8110-fba37ae17360,30,90.35,2710.50,PLN
fed38e54-565d-5c6c-a189-cae891b4e8b5,94b4bcd7-c63f-5680-bfd8-1adc59238908,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,61,18.01,1098.61,PLN
1e3c1dd4-f57b-58ed-ad99-52c9f3923d29,94b4bcd7-c63f-5680-bfd8-1adc59238908,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,18,32.85,591.30,PLN
5d44c123-beb7-55b4-ba60-d75ea576a07d,e784a834-b1d4-531f-b38b-cd7348f3be67,293b0637-4956-51c6-b5b9-b71cef14f7a6,77,92.21,7100.17,PLN
283c544c-ec37-511a-b7c4-7cf27de3c6a9,e784a834-b1d4-531f-b38b-cd7348f3be67,b17680da-3917-5612-9246-0a9b60e6efe9,139,16.15,2244.85,PLN
3f15fdaa-55a1-58a5-9c5a-4e03a187ee92,65880246-b502-5142-b191-8bbdf94561a7,5125db4d-be56-5fed-8c57-2cb37186845a,42,94.06,3950.52,PLN
37c34751-34fd-51c8-9dfa-d6bb6a985c66,4c8b9085-f5c1-5976-999c-7da3580f4951,ce797b7a-af13-5663-88da-14c0a9fe5a63,17,95.92,1630.64,PLN
c53486c5-8c4c-5880-b7ab-c88c09f96a11,de67ac93-0027-5d86-9934-2ef587b9af5f,ef4975d2-c692-52bd-9c55-6fc144747695,125,97.77,12221.25,PLN
c3ac45bb-1fde-5e09-83ad-8098d2be00a4,48d20b7d-6202-59e7-b1c5-5e9f3dfc96f0,91c81a29-2ca8-52e7-bffd-af9c56b7218c,6,99.63,597.78,PLN
f006a65a-51cf-5e06-aa66-167b1a0ae681,48d20b7d-6202-59e7-b1c5-5e9f3dfc96f0,576f0781-3104-5d50-92f3-befe834a6fa6,82,10.59,868.38,PLN
d1b874d2-08aa-5438-ae2e-8a53b3ee4aa9,48d20b7d-6202-59e7-b1c5-5e9f3dfc96f0,22d48f3a-5014-5123-a1e5-345e1ddd84a3,20,25.43,508.60,PLN
c8778ac8-be0f-5cbc-bfdb-726f77722524,48d20b7d-6202-59e7-b1c5-5e9f3dfc96f0,6836df32-8a55-5c22-8e6b-ed15005c6d4a,29,40.27,1167.83,PLN
0b92836f-810c-53d8-9b80-9939ba28c46e,85f15904-5912-57dd-a7f7-c819d70edd6c,ef601e27-fbe0-531a-8b8b-900d8745a901,118,101.48,11974.64,PLN
77801bcc-d0a9-5210-9bbd-3a9405c16727,85f15904-5912-57dd-a7f7-c819d70edd6c,38d5dc41-891b-50f6-a02f-fda88ad8ccde,273,12.44,3396.12,PLN
dc0d3943-f4b5-5abb-833f-ae76cfb1bfb2,fcfb972d-d2ef-50e3-9ebd-b1668b5930ad,ee0c49cd-0889-5cbf-90de-badbe7517995,44,103.34,4546.96,PLN
3d44225c-07af-5954-9089-dc499c510dfa,e8aef964-8cf7-5e44-a39a-544709d9a2ae,c74c4e40-b157-5011-aa3d-ec349fb61826,53,105.19,5575.07,PLN
dac86b10-c49c-5df4-abdb-3e7bc2aabced,34aed513-511b-55ae-aaf4-c11de5633479,bdef6401-48fd-5078-a4a6-0b385d763314,97,107.05,10383.85,PLN
0bddcb1a-b775-5ef7-ac54-bdaaaaeecefc,34aed513-511b-55ae-aaf4-c11de5633479,b17680da-3917-5612-9246-0a9b60e6efe9,227,16.15,3666.05,PLN
eac61678-95d1-5dea-a5a5-cb782704a86b,64d3d9ce-e898-57ac-bfc9-34acaaa384f6,7ee0dda2-02c2-549d-92e2-6eb7117b919d,15,108.90,1633.50,PLN
9669ff4b-3bd4-5e6d-bfec-a66e823d1f06,64d3d9ce-e898-57ac-bfc9-34acaaa384f6,e3e08a14-471a-5347-94f6-b2369070c3a7,54,19.86,1072.44,PLN
243b24dd-da77-5d13-aeac-1821fcb85eb6,64d3d9ce-e898-57ac-bfc9-34acaaa384f6,5030188b-d814-53c3-9914-3a99743cea2f,33,34.70,1145.10,PLN
d545ab0d-abce-54b5-99e6-4bfad5e8ed7c,ba02ee9c-0d83-59cb-bd79-fb96a123a8a4,ab4674bc-4106-51c6-b44a-9ca109374b4f,53,110.76,5870.28,PLN
8bead3a2-313c-5957-8568-92e2dc4a77b4,ba02ee9c-0d83-59cb-bd79-fb96a123a8a4,6ef80540-16c7-551c-95b8-9ae7373e7908,105,21.72,2280.60,PLN
bb65a41a-1cbd-5293-9b70-143cda49f681,091a4620-d5ba-5677-8db5-7e6fe13c3c51,88370064-3581-5cf2-9047-50dd2a1397e0,40,112.61,4504.40,PLN
d9067267-3838-5e4e-a127-d0c70e1e459f,091a4620-d5ba-5677-8db5-7e6fe13c3c51,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,248,14.30,3546.40,PLN
a1e5afa6-d1ab-58e7-8dbe-1b8971567660,bf83a983-2019-5383-8689-0950ee926534,e99fb2c3-af82-55dc-a4f5-05e1d6698616,27,114.47,3090.69,PLN
228168a2-b05e-5540-b70d-c0330345521b,bf83a983-2019-5383-8689-0950ee926534,576f0781-3104-5d50-92f3-befe834a6fa6,225,10.59,2382.75,PLN
56404470-a927-5dcf-b1cf-5c2f81f588a9,9261fa44-289c-5ac0-850e-819cbb986c4e,f32ca738-f369-5d10-a674-7ee267c90f10,27,116.32,3140.64,PLN
a82c2214-b5f0-5200-a7f1-67fd16fb127f,73f125be-2b3d-51c5-9b98-9592865041a7,1a75e928-29ff-5256-9b8e-492b71e4a9eb,21,118.18,2481.78,PLN
e486ceba-6893-558b-bddc-1bb2d789b41c,73f125be-2b3d-51c5-9b98-9592865041a7,f000d381-f2f7-5a93-bc43-825f298a7685,42,23.57,989.94,PLN
8e8ecb97-608c-56f1-9e89-98821b326b11,73f125be-2b3d-51c5-9b98-9592865041a7,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,18,38.41,691.38,PLN
7f91dce0-9c4c-5511-986f-f79f05555158,5874f0ec-9230-57f2-82c5-10fd3c2569fb,c05f9712-2ad5-54a6-bb81-158133cd3bd9,106,120.03,12723.18,PLN
a64bed46-43ea-58fb-93a5-4fe20e443b48,5874f0ec-9230-57f2-82c5-10fd3c2569fb,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,147,18.01,2647.47,PLN
1138432b-521c-524f-b5b0-ef994ebf9bcb,44d0a68c-6ca9-5919-80b8-1c2533e77f9b,dcbefd02-d790-5d82-b528-14470a618fa6,18,121.89,2194.02,PLN
f8c7c966-5447-556b-9d5f-2fb470110ca2,e5bc40ba-0643-5943-b898-006bf89f0e5d,70103cb6-8c8c-5035-8835-8dba958ea703,13,123.74,1608.62,PLN
71d0f65b-9162-5f5a-b371-393c81cf4634,e5bc40ba-0643-5943-b898-006bf89f0e5d,e3e08a14-471a-5347-94f6-b2369070c3a7,183,19.86,3634.38,PLN
04515dde-ddca-5fd8-804c-da5054be70da,4ddfe961-326e-5b15-b220-5359df08ebdd,874f1b3f-f15c-5575-af9b-537ba7b68f80,28,125.60,3516.80,PLN
fd1d1766-ffa4-57d8-bf60-834218a784ed,4ddfe961-326e-5b15-b220-5359df08ebdd,6ef80540-16c7-551c-95b8-9ae7373e7908,112,21.72,2432.64,PLN
2dd0a145-69bc-5470-9947-61173af50827,22e0d4fa-81c9-5ef2-8817-4463b164e892,68343b6b-e6e1-53cd-9d7e-113d3dd3fb4f,12,127.45,1529.40,PLN
10100a7e-0f2a-5932-ae29-49e28adc2bc8,22e0d4fa-81c9-5ef2-8817-4463b164e892,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,126,14.30,1801.80,PLN
4d1f0223-c3b0-57a2-9965-f3b297c0d3d9,22e0d4fa-81c9-5ef2-8817-4463b164e892,163da9b8-d3e0-5f9e-9dd3-954c345c7684,15,29.14,437.10,PLN
286019ba-882b-51fd-9d3a-119d6d51bd18,22e0d4fa-81c9-5ef2-8817-4463b164e892,944b935c-7308-50ea-a7a3-71cc8f2fd4c5,21,43.98,923.58,PLN
e48b34e8-66f6-5894-a540-36f424ebc342,674bdc62-1ee6-5a52-9283-71ed6a1ab8f1,9b06f7c5-92ba-5990-be5b-a7cd92658adc,32,129.31,4137.92,PLN
a7f44449-9307-5614-a166-ab14ab6d11e2,674bdc62-1ee6-5a52-9283-71ed6a1ab8f1,576f0781-3104-5d50-92f3-befe834a6fa6,180,10.59,1906.20,PLN
ce1d7bc0-8ebb-51c6-b22f-03c99655caf0,bb250217-72c3-57a1-9f4d-1bcdbffe28cd,2e22974b-0c82-5383-be4f-44adda569aa6,32,131.16,4197.12,PLN
ffebe235-e97c-5a7d-954f-2c97105761db,bb250217-72c3-57a1-9f4d-1bcdbffe28cd,38d5dc41-891b-50f6-a02f-fda88ad8ccde,397,12.44,4938.68,PLN
5ba649cc-7391-515c-a6fd-d0659eddd13b,02e13bf8-4ed0-545a-971a-ab3109e0ef37,284bddee-b37c-5c36-8aab-81867975f179,11,133.02,1463.22,PLN
999a7156-92d9-5aac-90f6-85ccbf11dac8,ec3bb7d3-d7df-5cd5-a757-b49a72091e20,06acb399-de3d-5662-8c40-c27c44a03030,24,134.87,3236.88,PLN
a0bf5d6c-23e8-5a26-8863-8bcbd042f34a,38bb1311-2f25-59ad-9248-ce1bbbd5b7a7,b3187164-9efe-5f40-864a-e693c1808c39,6,136.73,820.38,PLN
43f350ba-1e3c-599e-90b7-b7ba8d14501c,38bb1311-2f25-59ad-9248-ce1bbbd5b7a7,b17680da-3917-5612-9246-0a9b60e6efe9,59,16.15,952.85,PLN
743a66bf-0f47-5646-b052-09fce2ec4d4b,38bb1311-2f25-59ad-9248-ce1bbbd5b7a7,ca2f4809-df5a-51b1-b5eb-635bec356f40,10,30.99,309.90,PLN
8e613f98-e5e9-5696-921c-1d403646a8bb,38bb1311-2f25-59ad-9248-ce1bbbd5b7a7,b3eddb5e-2feb-5a7d-9d80-832a203e282f,14,45.83,641.62,PLN
0ff0f795-cf89-5633-9228-88b697132ad7,94ac1704-4040-5377-befb-7b3fecfed87f,c9bc50a8-e5f6-504c-8618-2e9c520992ff,15,138.58,2078.70,PLN
511f7e9e-4571-513f-bfc7-0bb3531dc54e,94ac1704-4040-5377-befb-7b3fecfed87f,e3e08a14-471a-5347-94f6-b2369070c3a7,169,19.86,3356.34,PLN
34ea71c0-17ca-519d-8188-c3df17f7d8ee,94ac1704-4040-5377-befb-7b3fecfed87f,5030188b-d814-53c3-9914-3a99743cea2f,80,34.70,2776.00,PLN
07a5bbee-6877-555d-bf3f-e3d4e72d3195,097e83b3-5d80-5ad0-b24c-22dd2708c6f1,13aa843a-9cf9-5e5e-b377-21f2c5c1cfe1,26,140.44,3651.44,PLN
27176129-ef0a-5f01-9200-60664d21efce,097e83b3-5d80-5ad0-b24c-22dd2708c6f1,6ef80540-16c7-551c-95b8-9ae7373e7908,127,21.72,2758.44,PLN
46ec938b-0ba0-5410-a620-6afa3fb5215a,174b5e41-e177-533e-a4d9-06ed12de2ea0,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,21,142.29,2988.09,PLN
5b50f61e-a8ca-5a17-90ff-ef38d0203997,174b5e41-e177-533e-a4d9-06ed12de2ea0,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,281,14.30,4018.30,PLN
69482997-58b2-5bda-9fae-ce061813492c,0051d86d-a317-5de8-8987-8880dd82baeb,953af428-8548-5852-860e-88337bcfda1c,18,144.15,2594.70,PLN
8b5becea-75b2-546b-b148-414ed09bbf6f,0051d86d-a317-5de8-8987-8880dd82baeb,576f0781-3104-5d50-92f3-befe834a6fa6,249,10.59,2636.91,PLN
32be8979-4d39-57af-a3be-979528e80adb,d85af933-996c-50e0-9634-0f288a5b55d0,6a250ba0-29a8-5939-9cc1-cba774d5109f,18,146.00,2628.00,PLN
186f00be-36a7-5059-b0d7-f8fb78d45278,d85af933-996c-50e0-9634-0f288a5b55d0,38d5dc41-891b-50f6-a02f-fda88ad8ccde,155,12.44,1928.20,PLN
63eab32f-3702-580d-9e43-c9adeddebd74,d85af933-996c-50e0-9634-0f288a5b55d0,7b6c271c-85eb-5849-9da9-76e7ab8e881f,29,27.28,791.12,PLN
f269507a-4697-5392-bacb-260615e6e402,d85af933-996c-50e0-9634-0f288a5b55d0,60fc91ce-c105-5d41-a03f-c6f4490669e1,21,42.12,884.52,PLN
c2d1e3d0-535d-5cac-aa27-16b3554fabf8,a346e226-1044-541b-8243-fda287825ea7,260c2bee-e4ea-5a81-b7cd-575a8882e7ca,17,147.86,2513.62,PLN
3e7a56c7-943f-5484-bf50-b46c6c1fb156,a346e226-1044-541b-8243-fda287825ea7,f000d381-f2f7-5a93-bc43-825f298a7685,86,23.57,2027.02,PLN
