id,product_id,forecast_period_start,forecast_period_end,predicted_quantity,unit_of_measure,generated_at,method,status,confidence_level
9937365b-d607-5213-b50b-ae8b4f2b1679,38d5dc41-891b-50f6-a02f-fda88ad8ccde,2026-05-06,2026-05-12,13269,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
892efc4d-8352-5358-830e-115c7f81527b,38d5dc41-891b-50f6-a02f-fda88ad8ccde,2026-05-07,2026-05-13,13524,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
e07949d9-1535-5dd4-a66a-c512a08c5f04,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-01,2026-05-07,12982,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
07008892-e7a5-5c96-8534-63b46ca86afe,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-02,2026-05-08,13258,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
6b063f7a-9df2-514f-a5a6-b60c04a61696,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-03,2026-05-09,13534,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
83207d32-8f8e-58e1-bf43-ada64400fdbc,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-04,2026-05-10,13811,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
674fde67-ca98-5a2b-b2f7-02a18e2c152b,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-05,2026-05-11,14087,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
c36f4cec-4712-56e4-b01d-5f8c104865e9,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-06,2026-05-12,14363,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
fe9a5add-0f6a-5e66-8c2e-95285d49b1fb,de0b3ef5-2bd5-55d5-8b53-6dc8eda6d60f,2026-05-07,2026-05-13,14639,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
4e996e2a-3797-5bf2-b0cf-c35dfc1f5fa5,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-01,2026-05-07,8863,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
185464a0-51b0-55c8-a63e-c812ecc5a61c,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-02,2026-05-08,9051,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
21bde8d0-8ed8-5499-a2ad-17a29665dd25,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-03,2026-05-09,9240,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
349f19fe-851b-56f2-a54e-a01ec7ef7729,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-04,2026-05-10,9429,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
e7cde258-2f65-57df-a8a7-65c3d5b16135,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-05,2026-05-11,9617,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
d2940490-67f7-5f33-91e8-95324c6b09a5,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-06,2026-05-12,9806,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
332f5011-dc3d-5c19-9fd4-de92c5982478,b17680da-3917-5612-9246-0a9b60e6efe9,2026-05-07,2026-05-13,9994,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
e302e0bc-1dcb-5d07-9d3d-7983a4d07c45,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-01,2026-05-07,8028,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
7efdc576-ac92-58fd-b2df-6fb7d36b3033,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-02,2026-05-08,8199,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
550f372b-621e-5bbb-a818-7af9e997eed0,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-03,2026-05-09,8370,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
e0f525c8-4745-5054-a152-7d213586f814,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-04,2026-05-10,8541,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
3f5899df-a15b-5510-a13c-6ed7e6445da7,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-05,2026-05-11,8711,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
3443d7eb-bce0-5b2e-b08c-c7d0594ad271,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-06,2026-05-12,8882,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
247b0be7-3237-57f7-8a43-0f9498542282,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,2026-05-07,2026-05-13,9053,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
23f9360c-a6ff-5315-950c-4d43a8db33a7,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-01,2026-05-07,6043,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
596c8a16-4e6a-5fd4-9856-9c58f2e2d7e7,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-02,2026-05-08,6171,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
71168200-7a85-59d2-8dfc-c5e3cd8aeebf,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-03,2026-05-09,6300,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
2b854254-bcab-5652-b287-4003779b6e6c,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-04,2026-05-10,6429,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
df0bbb52-69a9-555c-a611-73787295b5da,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-05,2026-05-11,6557,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
ffbdf86c-8f07-51d7-af82-7241884ca3a8,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-06,2026-05-12,6686,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
66fb7abb-aa87-5655-9c2f-6b9e4f9e675d,e3e08a14-471a-5347-94f6-b2369070c3a7,2026-05-07,2026-05-13,6814,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
e470928a-6dfc-5854-87ec-5b100e9fe937,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-01,2026-05-07,5057,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
b3d7de91-b59b-5a15-a1b2-71fabe9e40b4,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-02,2026-05-08,5164,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
69027dd8-3112-5047-b2d0-7f159e90dd99,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-03,2026-05-09,5272,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
ae928cde-e1a0-5938-8e1d-48f92dc5354c,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-04,2026-05-10,5380,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
4da65977-db24-5b3e-ada6-a7114374502c,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-05,2026-05-11,5487,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
5a6c5211-bd25-53e4-a000-54bc3e5521a5,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-06,2026-05-12,5595,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
12c1c03d-4469-5058-ad00-ef91e8c535c3,6ef80540-16c7-551c-95b8-9ae7373e7908,2026-05-07,2026-05-13,5702,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
179f1ae3-ebc2-52c6-98e2-bcd259556dc1,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-01,2026-05-07,4214,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
774c4a7b-97cc-5a6f-a739-214fcae94b94,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-02,2026-05-08,4304,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
91eb367a-f283-5c11-a99e-86e496f8656f,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-03,2026-05-09,4394,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
03c016e2-c6fc-550e-8d8d-3e609cc11a87,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-04,2026-05-10,4484,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
66cb1378-3cea-5e92-b9c5-aafca62e76f9,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-05,2026-05-11,4573,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6750
7dbaea23-c23c-5327-8a7a-55fd53fa3309,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-06,2026-05-12,4663,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6650
c1a288f0-6cf0-5a4b-b6ae-b1e632e68c94,f000d381-f2f7-5a93-bc43-825f298a7685,2026-05-07,2026-05-13,4753,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6550
5ad27e5d-5951-591e-aa06-0b13f67b58da,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-01,2026-05-07,1143,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
22262f7f-faab-5964-bedf-0d99e9ec2179,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-02,2026-05-08,1168,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
4946ce67-c25f-584b-bcc7-cbe5596e67a4,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-03,2026-05-09,1192,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
ba95789e-5c61-5681-8079-292e42583e7d,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-04,2026-05-10,1217,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
2bbfffaf-517a-55b8-9edd-d1028b067bdf,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-05,2026-05-11,1241,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6600
53e31c8a-f55e-5584-9d35-0699d0cbaa5e,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-06,2026-05-12,1265,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6500
e8071b5a-b78b-5598-8aff-23467ec2207b,22d48f3a-5014-5123-a1e5-345e1ddd84a3,2026-05-07,2026-05-13,1290,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6400
cecbd106-7b8b-5baf-a34a-772266e87fa8,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-01,2026-05-07,1488,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8200
99c6101f-c70b-55fc-8934-a1aaa8f1cf27,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-02,2026-05-08,1519,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8100
2b6338c5-a7cf-5429-96d3-5401e2d5fef6,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-03,2026-05-09,1551,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8000
10d5d92a-9289-5ec3-9833-59e401352fb6,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-04,2026-05-10,1583,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
76bbbd71-2120-5ca9-8ab6-6912f01ce444,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-05,2026-05-11,1614,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
c0f29ddc-4f11-5351-a465-845b19002b02,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-06,2026-05-12,1646,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
bc80c391-b1c8-5a9a-bee5-8c5734ce6a3b,7b6c271c-85eb-5849-9da9-76e7ab8e881f,2026-05-07,2026-05-13,1677,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
a7e2eb35-4544-5f29-bea8-56c9c4359d79,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-01,2026-05-07,888,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.8050
f9188a0a-8d19-51c0-9528-ad1d602f886d,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-02,2026-05-08,907,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7950
bf885084-c4b3-594a-a75b-23c6722fab46,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-03,2026-05-09,926,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7850
7e577f11-51b3-5ed3-a590-e03f44aa3a8c,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-04,2026-05-10,945,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
82a93e17-fef2-5a4d-afad-2ca3a34435e4,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-05,2026-05-11,963,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
9e667ebf-a765-5426-9d9d-01ee7a05c63a,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-06,2026-05-12,982,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
6d49abee-d6b3-54d5-98f2-a8bffd56b2d2,163da9b8-d3e0-5f9e-9dd3-954c345c7684,2026-05-07,2026-05-13,1001,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
8e354333-ce6c-5862-9648-a9e7581f30e8,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-01,2026-05-07,667,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7900
25f26d6d-496b-577d-9daf-29627c951d74,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-02,2026-05-08,681,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7800
a2abe8cb-89c9-56aa-989a-3e52a68b36d4,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-03,2026-05-09,695,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7700
ddc01641-64a0-5c8b-aa87-a4350dbb0592,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-04,2026-05-10,710,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
d543efc5-18b6-524c-a3a8-ac77e4f111f5,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-05,2026-05-11,724,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
1d50aa85-0c08-5e90-9d77-2f0979c82342,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-06,2026-05-12,738,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
11f5105d-622b-570d-aa49-e5b669418b6c,ca2f4809-df5a-51b1-b5eb-635bec356f40,2026-05-07,2026-05-13,752,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
122cbf6e-8042-517f-92e5-d1bfb9d55cfb,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-01,2026-05-07,955,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7750
9b69abf1-4044-5878-a842-643a52ed06b2,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-02,2026-05-08,976,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7650
b3a348c6-6f4a-5f39-b847-214ff2bb89aa,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-03,2026-05-09,996,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7550
d5111435-1b21-5a0c-b162-1bd4a6d8dbc1,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-04,2026-05-10,1017,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
4f5bddf3-bb63-52eb-a58e-b66bc6295cf2,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-05,2026-05-11,1037,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
1e191efe-d8ef-5a31-998f-9b5b19f786de,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-06,2026-05-12,1057,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
2435ed3d-9022-5f8f-83c3-b95d9c21403e,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,2026-05-07,2026-05-13,1078,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
cec2b5be-b250-5ae6-9704-b47bfbecd415,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-01,2026-05-07,1632,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7600
057fd111-1860-5f73-989b-3a4fe27d2195,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-02,2026-05-08,1667,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7500
e722f516-fcf2-50ec-bc86-67a81934c970,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-03,2026-05-09,1702,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7400
2b7e2a7d-4f8e-5b9e-8674-77ebb2428374,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-04,2026-05-10,1737,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
69b3f42d-5e1b-555b-a3e7-e798acf96259,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-05,2026-05-11,1771,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
8a163504-009c-5423-92ee-58c298ed5e47,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-06,2026-05-12,1806,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
43e7a94c-adb8-5a69-95d8-9975ce1c5a2e,5030188b-d814-53c3-9914-3a99743cea2f,2026-05-07,2026-05-13,1841,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
797665b3-8146-5218-b9f4-f24047b598e8,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-01,2026-05-07,1930,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7450
bcee7bb8-b678-5ab2-91df-57ed58780a1b,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-02,2026-05-08,1971,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7350
41ae8217-2f6a-57f9-b1de-d59e4317a5fd,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-03,2026-05-09,2012,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7250
f8048aa9-61ae-593d-9748-50ffdd65c748,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-04,2026-05-10,2054,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
78d6d93f-884a-53ad-9661-1aaad41ab0fd,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-05,2026-05-11,2095,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
7bb863bc-8a69-5208-a00f-87da43d0e45e,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-06,2026-05-12,2136,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
518e07a8-88a1-50c4-b154-2eb8dae77eaf,92541b74-41dc-5325-b5f8-c731758cbdfc,2026-05-07,2026-05-13,2177,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
3e4e20f8-94ea-5461-93a7-f2ce20b6c2ec,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-01,2026-05-07,858,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7300
a2921396-e767-564c-a9af-ef4114b3b374,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-02,2026-05-08,876,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7200
a35c57b3-c3d5-5569-9f8a-06383c84fcba,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-03,2026-05-09,894,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7100
4cf3b6f6-8144-56a3-92de-dc189eb98dcf,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-04,2026-05-10,913,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7000
c3761524-5c48-5f20-be1b-f9a322fd76ef,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-05,2026-05-11,931,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6900
3115b88d-54d5-5170-ad88-da5a37f199e6,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-06,2026-05-12,949,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6800
04d70a7e-8795-5119-8b1b-10a2021b88c6,5e4db0b5-3afc-5b37-b821-e41339bfcb8f,2026-05-07,2026-05-13,967,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6700
ed0e4211-5774-5f03-92e7-78f5f4ddc998,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-01,2026-05-07,1931,pcs,2026-04-30T09:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7150
9a5a7dd0-61f8-5b79-bd55-fd70568bf71a,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-02,2026-05-08,1972,pcs,2026-04-30T10:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.7050
d3cf96f8-2d58-540e-a378-bb141d212834,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-03,2026-05-09,2013,pcs,2026-04-30T11:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6950
b1f3534b-ce3c-5db4-874f-4a717cabfa99,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-04,2026-05-10,2055,pcs,2026-04-30T12:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6850
ad9b8ac5-0b04-5cf3-80bb-7e620cf50197,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-05,2026-05-11,2096,pcs,2026-04-30T13:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6750
58941a12-d29f-501c-b7cf-466f630e5b23,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-06,2026-05-12,2137,pcs,2026-04-30T14:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6650
82d507b6-6e0f-5b83-ba81-b44503733a60,6836df32-8a55-5c22-8e6b-ed15005c6d4a,2026-05-07,2026-05-13,2178,pcs,2026-04-30T15:00:00+00:00,retailops-realism-baseline-demand-model,generated,0.6550
