id,order_reference,store_id,channel,region,status,order_total,currency,ordered_at,created_at
66e15db3-a7bb-5572-b0e1-4d1c15f49d2b,ORD-GROC-000011-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,9240.90,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
ac55f69d-46e2-5e03-b79b-b1ef979dd673,ORD-FASH-000012-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,4524.54,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
a4aaf2e1-0819-574f-8f17-aacea6929f50,ORD-BEAU-000013-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,11169.00,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
69907473-5583-506f-bbd7-aaed75e4d20d,ORD-SPOR-000014-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,10837.54,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
1675a504-1168-5160-ba4f-d7dc32d3f723,ORD-TOYS-000015-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,14185.28,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
2a53cd46-8940-57e8-a2e3-8b16fdbe394a,ORD-PET -000016-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,7643.59,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
77dba535-6595-5c02-b0f5-1cc6cb543fe5,ORD-ELEC-000017-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,18725.55,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
2a948f7e-5272-5f35-a0fc-e1a0f3713bca,ORD-HOME-000018-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,13309.92,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
34576f57-d70d-544a-982a-e5b62d6af79e,ORD-GROC-000019-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,9639.91,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
8baca9bd-1f2d-520b-83e7-167ae352911d,ORD-FASH-000020-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,11769.25,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
0b0438c8-3aa7-50b4-a3b1-8264b2a371a5,ORD-BEAU-000021-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,7773.47,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
536176f6-1aec-5089-be8e-51cc56a03599,ORD-SPOR-000022-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,15654.64,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
8ae6c5e7-1b31-5bad-b41f-6eba03c8e8af,ORD-TOYS-000023-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,17167.60,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
4e2438ee-a24d-5852-a8fe-9d0b49b66cc8,ORD-PET -000024-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,18329.87,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
88c88dbe-e30a-5b00-815c-869d6694bf25,ORD-ELEC-000025-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,27885.66,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
2f847768-d9ad-5497-a5c5-817623788263,ORD-HOME-000026-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,3816.32,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
91723fef-a768-5569-be45-cf44dae508db,ORD-GROC-000027-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,3588.02,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
de0b1d09-2bbc-50b7-910e-4036c3d1e6e9,ORD-FASH-000028-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,5363.34,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
edb4bb7d-ae34-56e1-9f17-1fa0b5b97bc5,ORD-BEAU-000029-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,2543.58,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
2ba3dc71-c7a4-54ee-b94a-4c9942784ccd,ORD-SPOR-000030-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,5343.54,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
6e9bb140-5f81-5363-b2e6-1bddabc6fc0c,ORD-TOYS-000031-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,5657.76,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
20b81bc8-3508-5e65-bb77-f605b02c5cb9,ORD-PET -000032-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,6672.82,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
5e368c34-48b7-5e7a-a2f7-3c73b481a269,ORD-ELEC-000033-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,6753.09,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
6bd86871-bec1-5f99-be0d-018d32ca4f0c,ORD-HOME-000034-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,7644.92,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
cd155eb2-4abe-5129-ba51-fdb685a7cedc,ORD-GROC-000035-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,4743.62,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
d2cbf350-ec74-5855-ac1c-15bf8ba357ad,ORD-FASH-000036-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,3851.01,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
34e755bb-ab0d-5810-a9fd-26981d31e7bf,ORD-BEAU-000037-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,3636.39,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
9cbae702-70aa-5528-b12f-ab2c6f136f7b,ORD-SPOR-000038-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,11090.80,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
4a1e020a-e938-5333-aa64-3a3956da86c3,ORD-TOYS-000039-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,2976.20,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
3fd9dfe2-27c5-5f1e-90b7-5a74116e1d17,ORD-PET -000040-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,7341.19,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
b6d08a65-5208-5afa-827e-dcb048a51da2,ORD-ELEC-000041-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,11444.83,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
374c82cd-02a5-5f80-a582-6e6e13f12fd3,ORD-HOME-000042-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,3292.32,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
28cf9063-fbfc-5b67-8686-1735719fed77,ORD-GROC-000043-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,12478.50,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
94b4bcd7-c63f-5680-bfd8-1adc59238908,ORD-FASH-000044-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,4400.41,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
e784a834-b1d4-531f-b38b-cd7348f3be67,ORD-BEAU-000045-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,9345.02,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
65880246-b502-5142-b191-8bbdf94561a7,ORD-SPOR-000046-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,3950.52,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
4c8b9085-f5c1-5976-999c-7da3580f4951,ORD-TOYS-000047-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,1630.64,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
de67ac93-0027-5d86-9934-2ef587b9af5f,ORD-PET -000048-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,12221.25,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
48d20b7d-6202-59e7-b1c5-5e9f3dfc96f0,ORD-ELEC-000049-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,3142.59,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
85f15904-5912-57dd-a7f7-c819d70edd6c,ORD-HOME-000050-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,15370.76,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
fcfb972d-d2ef-50e3-9ebd-b1668b5930ad,ORD-GROC-000051-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,4546.96,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
e8aef964-8cf7-5e44-a39a-544709d9a2ae,ORD-FASH-000052-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,5575.07,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
34aed513-511b-55ae-aaf4-c11de5633479,ORD-BEAU-000053-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,14049.90,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
64d3d9ce-e898-57ac-bfc9-34acaaa384f6,ORD-SPOR-000054-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,3851.04,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
ba02ee9c-0d83-59cb-bd79-fb96a123a8a4,ORD-TOYS-000055-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,8150.88,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
091a4620-d5ba-5677-8db5-7e6fe13c3c51,ORD-PET -000056-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,8050.80,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
bf83a983-2019-5383-8689-0950ee926534,ORD-ELEC-000057-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,5473.44,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
9261fa44-289c-5ac0-850e-819cbb986c4e,ORD-HOME-000058-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,3140.64,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
73f125be-2b3d-51c5-9b98-9592865041a7,ORD-GROC-000059-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,4163.10,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
5874f0ec-9230-57f2-82c5-10fd3c2569fb,ORD-FASH-000060-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,15370.65,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
44d0a68c-6ca9-5919-80b8-1c2533e77f9b,ORD-BEAU-000061-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,2194.02,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
e5bc40ba-0643-5943-b898-006bf89f0e5d,ORD-SPOR-000062-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,5243.00,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
4ddfe961-326e-5b15-b220-5359df08ebdd,ORD-TOYS-000063-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,5949.44,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
22e0d4fa-81c9-5ef2-8817-4463b164e892,ORD-PET -000064-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,4691.88,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
674bdc62-1ee6-5a52-9283-71ed6a1ab8f1,ORD-ELEC-000065-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,6044.12,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
bb250217-72c3-57a1-9f4d-1bcdbffe28cd,ORD-HOME-000066-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,9135.80,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
02e13bf8-4ed0-545a-971a-ab3109e0ef37,ORD-GROC-000067-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,1463.22,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
ec3bb7d3-d7df-5cd5-a757-b49a72091e20,ORD-FASH-000068-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,3236.88,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
38bb1311-2f25-59ad-9248-ce1bbbd5b7a7,ORD-BEAU-000069-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,2724.75,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
94ac1704-4040-5377-befb-7b3fecfed87f,ORD-SPOR-000070-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,8211.04,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
097e83b3-5d80-5ad0-b24c-22dd2708c6f1,ORD-TOYS-000071-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,6409.88,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
174b5e41-e177-533e-a4d9-06ed12de2ea0,ORD-PET -000072-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,7006.39,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
0051d86d-a317-5de8-8987-8880dd82baeb,ORD-ELEC-000073-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,5231.61,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
d85af933-996c-50e0-9634-0f288a5b55d0,ORD-HOME-000074-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,6231.84,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
a346e226-1044-541b-8243-fda287825ea7,ORD-GROC-000075-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,4540.64,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
f12b951c-9741-54ab-9374-c834995fc14f,ORD-FASH-000076-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,8087.67,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
f0d53e11-a480-5221-9125-78256d33bc64,ORD-BEAU-000077-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,5153.38,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
efa82e0c-411e-5a82-bae5-dd6c4c55a91d,ORD-SPOR-000078-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,8523.96,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
68f572b6-daf7-5f0d-a3e8-8325db96a7d5,ORD-TOYS-000079-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,6134.68,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
18ce7600-5dc8-5c9e-bd8d-b5d7d839ec9c,ORD-PET -000080-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,2671.21,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
9805eeab-d8ee-5bbe-81e4-0677be387819,ORD-ELEC-000081-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,6040.91,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
f94407d1-420a-51a6-bf7c-9a80e53614ff,ORD-HOME-000082-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,9972.08,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
69d4f634-28bd-54ac-9e8f-7576ee03ba90,ORD-GROC-000083-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,2115.10,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
d0fabe91-e8df-52ff-a3d7-9140daac4956,ORD-FASH-000084-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,3432.76,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
5f0d1793-bcf2-5379-bce7-ed58b1b9a78d,ORD-BEAU-000085-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,6628.90,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
849acc2a-16fc-5977-a36a-5c5859f45b92,ORD-SPOR-000086-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,4744.34,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
efce1c21-c01a-56d4-96a6-415c63c2c282,ORD-TOYS-000087-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,1020.72,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
1746ff4c-61fd-55f2-88b1-0593b3032afc,ORD-PET -000088-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,515.91,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
9d569c9f-1424-5238-b9b8-b04ea1c616df,ORD-ELEC-000089-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,1673.71,PLN,2026-04-30T12:00:00+00:00,2026-04-30T12:00:00+00:00
3182e68b-3b3a-527c-a2b6-d91002064fa4,ORD-HOME-000090-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,1756.80,PLN,2026-04-30T13:00:00+00:00,2026-04-30T13:00:00+00:00
d66ed305-2d81-556b-a0bb-e56bcec4123d,ORD-GROC-000091-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,2961.86,PLN,2026-04-30T14:00:00+00:00,2026-04-30T14:00:00+00:00
917d87e6-941b-5cbf-aa3b-4faac48273ed,ORD-FASH-000092-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,179.39,PLN,2026-04-30T15:00:00+00:00,2026-04-30T15:00:00+00:00
bcbe1ebb-5bd4-5ac9-8563-b1a83acd04a0,ORD-BEAU-000093-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,4285.20,PLN,2026-04-30T16:00:00+00:00,2026-04-30T16:00:00+00:00
c1dbd97c-5ef0-5e1b-b658-ac8678e9c658,ORD-SPOR-000094-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,3174.74,PLN,2026-04-30T17:00:00+00:00,2026-04-30T17:00:00+00:00
6725e9ef-9f40-5c53-a835-26821c6d7580,ORD-TOYS-000095-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,184.96,PLN,2026-04-30T18:00:00+00:00,2026-04-30T18:00:00+00:00
5d958435-a00b-5fa6-8e4a-820037e3cf80,ORD-PET -000096-0001,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,186.81,PLN,2026-04-30T19:00:00+00:00,2026-04-30T19:00:00+00:00
1924072c-9f39-5622-8cfc-4b0b5b4c7c24,ORD-ELEC-000097-0001,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,188.67,PLN,2026-04-30T08:00:00+00:00,2026-04-30T08:00:00+00:00
7f6852b8-fe1d-5fd0-bdbb-42d6a6191494,ORD-HOME-000098-0001,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,4829.96,PLN,2026-04-30T09:00:00+00:00,2026-04-30T09:00:00+00:00
bf2061e6-27c1-5b1f-8cc2-977b84814aa5,ORD-GROC-000099-0001,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,1531.50,PLN,2026-04-30T10:00:00+00:00,2026-04-30T10:00:00+00:00
eb4c52ae-0190-5220-84b0-31e344a0ea95,ORD-FASH-000100-0001,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,2967.77,PLN,2026-04-30T11:00:00+00:00,2026-04-30T11:00:00+00:00
daab1715-8ee4-547a-9eee-37674b45549e,ORD-ELEC-000001-0002,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,13416.57,PLN,2026-04-29T08:00:00+00:00,2026-04-29T08:00:00+00:00
8b17d266-a9b9-51c3-8fe3-c25a7836958a,ORD-HOME-000002-0002,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,21308.10,PLN,2026-04-29T09:00:00+00:00,2026-04-29T09:00:00+00:00
2f3b82f9-d7a5-5a9c-8ecb-b102adf4d5d2,ORD-GROC-000003-0002,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,17537.70,PLN,2026-04-29T10:00:00+00:00,2026-04-29T10:00:00+00:00
1ec448f8-d371-5742-91a8-e19c0df6beb4,ORD-FASH-000004-0002,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,13866.86,PLN,2026-04-29T11:00:00+00:00,2026-04-29T11:00:00+00:00
08238d4d-e45e-559b-bd47-799671b91303,ORD-BEAU-000005-0002,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,19368.60,PLN,2026-04-29T12:00:00+00:00,2026-04-29T12:00:00+00:00
9d9cfa3d-aac4-5f73-8d5d-bd4df27768dd,ORD-SPOR-000006-0002,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,21269.90,PLN,2026-04-29T13:00:00+00:00,2026-04-29T13:00:00+00:00
5b2aa273-cb6e-5be3-86ce-7f40d3cb3e9a,ORD-TOYS-000007-0002,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,14506.92,PLN,2026-04-29T14:00:00+00:00,2026-04-29T14:00:00+00:00
03357e96-3004-5bed-afa5-db0ed7f091f8,ORD-PET -000008-0002,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,9835.14,PLN,2026-04-29T15:00:00+00:00,2026-04-29T15:00:00+00:00
e15fffd0-d484-5cb6-89d3-705181103878,ORD-ELEC-000009-0002,ba4881fd-78b5-5016-847d-8066d661bcfa,online,PL-North,completed,5349.77,PLN,2026-04-29T16:00:00+00:00,2026-04-29T16:00:00+00:00
aa0dd4de-68b7-5db0-84b6-919c03dc5ca8,ORD-HOME-000010-0002,a2ac838d-a4ad-5054-9aad-660428b4817c,online,PL-North,completed,16013.12,PLN,2026-04-29T17:00:00+00:00,2026-04-29T17:00:00+00:00
a8b5be89-4512-5ca5-ba3a-ca52daf78106,ORD-GROC-000011-0002,c1ca292a-ed5d-5123-9067-da1959a33604,store,PL-Central,completed,5305.57,PLN,2026-04-29T18:00:00+00:00,2026-04-29T18:00:00+00:00
55f46424-7ea8-5967-8e13-f5422d8ab2fa,ORD-FASH-000012-0002,2761a8b7-f541-58d3-a24a-a69e1ad6ee09,marketplace,PL-South,completed,6345.08,PLN,2026-04-29T19:00:00+00:00,2026-04-29T19:00:00+00:00
3b84096f-a10f-5496-a458-9e7552c4b69f,ORD-BEAU-000013-0002,173ee44c-0459-54cb-b9a6-01f9b422e02f,wholesale,DE-East,completed,7298.13,PLN,2026-04-29T08:00:00+00:00,2026-04-29T08:00:00+00:00
