id,promotion_code,product_id,name,promotion_type,discount_percent,starts_at,ends_at,channel,status
8631dc7a-518a-513e-9de3-283c6934bc46,PROMO-SPOR-000078,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,Synthetic promotion for SPOR-000078,discount,10.00,2026-04-17,2026-05-15,all,active
cade89ce-0cd3-5def-bf90-1ce9a443efdc,PROMO-TOYS-000079,1564b2e3-5405-5bf0-8ac8-706225799233,Synthetic promotion for TOYS-000079,discount,8.00,2026-04-18,2026-05-16,all,active
d51849ff-8273-5960-bc1a-89815e1cfd37,PROMO-PET -000080,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,Synthetic promotion for PET -000080,discount,10.00,2026-04-19,2026-05-17,all,active
179eab93-eed6-5a3c-9ef2-fb5deb2e656a,PROMO-ELEC-000081,818addc5-51d4-57c7-a7c6-b66bb513dcaf,Synthetic promotion for ELEC-000081,discount,8.00,2026-04-16,2026-05-14,all,active
ac7b3825-89ba-5156-bfe2-5dd2e1013247,PROMO-HOME-000082,6b73c00c-e450-51d6-b955-9cca56d368d3,Synthetic promotion for HOME-000082,discount,10.00,2026-04-17,2026-05-15,all,active
2e33500a-02bf-5310-9a2f-6b560e13acd2,PROMO-GROC-000083,e213b766-e8ca-56ff-8715-94a8c16a108d,Synthetic promotion for GROC-000083,discount,8.00,2026-04-18,2026-05-16,all,active
dd80298b-e73c-5b75-b028-5209a8a4d70c,PROMO-FASH-000084,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,Synthetic promotion for FASH-000084,discount,10.00,2026-04-19,2026-05-17,all,active
0d3381e8-1ac1-5644-8269-b1f3307d3853,PROMO-BEAU-000085,fafbca1c-6412-5747-af13-5c9678cf76df,Synthetic promotion for BEAU-000085,discount,8.00,2026-04-16,2026-05-14,all,active
39a03b7b-b465-56e9-8d0e-ec22e0fb0925,PROMO-SPOR-000086,80c37084-5ec1-5934-99a2-404b2f4d677a,Synthetic promotion for SPOR-000086,discount,10.00,2026-04-17,2026-05-15,all,active
566d3fb8-b121-5f45-bbcf-71ba286b2328,PROMO-TOYS-000087,4f4cdd86-60e0-5d5c-9eda-86f193a7cd21,Synthetic promotion for TOYS-000087,discount,8.00,2026-04-18,2026-05-16,all,active
cf02d9e4-203d-5bfc-b522-1e75c6af3ad3,PROMO-PET -000088,2480ade4-fd45-5f2a-96a0-bdb49cf41ba8,Synthetic promotion for PET -000088,discount,10.00,2026-04-19,2026-05-17,all,active
f271cddd-1aa9-53f6-851b-546c1f74d843,PROMO-ELEC-000089,adacd216-df4b-557a-bee5-9d117848c764,Synthetic promotion for ELEC-000089,discount,8.00,2026-04-16,2026-05-14,all,active
9ad8f67e-b4df-565b-8aef-947dae24c024,PROMO-HOME-000090,ec348c6b-cb3f-5826-a791-37217bfd82f6,Synthetic promotion for HOME-000090,discount,10.00,2026-04-17,2026-05-15,all,active
34c8aad5-66b3-5ae7-98fa-dca4779b1482,PROMO-GROC-000091,8cf4f802-4e89-570e-93f8-e6fcceaa622b,Synthetic promotion for GROC-000091,discount,8.00,2026-04-18,2026-05-16,all,active
588e35ae-e0f7-568c-a6eb-91004cf1435d,PROMO-FASH-000092,398b86fc-73de-5291-ac6a-14681329475c,Synthetic promotion for FASH-000092,discount,10.00,2026-04-19,2026-05-17,all,active
7ecac57e-a84f-53b0-91b4-8a6b628434c0,PROMO-BEAU-000093,e760945c-f9e6-5e2e-9858-aceb64faaf84,Synthetic promotion for BEAU-000093,discount,8.00,2026-04-16,2026-05-14,all,active
cae8bb74-1708-50dc-9362-e7e88ecc7f60,PROMO-SPOR-000094,a5c55cd2-b68a-541d-8134-ac1136a677dc,Synthetic promotion for SPOR-000094,discount,10.00,2026-04-17,2026-05-15,all,active
ad0e64c9-2484-5eed-bf2d-7b5617e42745,PROMO-TOYS-000095,ebd800fd-0820-5593-9f02-c5ad7575757b,Synthetic promotion for TOYS-000095,discount,8.00,2026-04-18,2026-05-16,all,active
2dc3a699-9c91-5b4d-a89c-aa9f3b4dde9d,PROMO-PET -000096,57a04d7b-ffa2-55d5-8e3c-3099d16cc188,Synthetic promotion for PET -000096,discount,10.00,2026-04-19,2026-05-17,all,active
e193ff91-b316-5a08-8624-e99e014475c4,PROMO-ELEC-000097,746e83f8-c019-5f34-be65-3ba6d9311b16,Synthetic promotion for ELEC-000097,discount,8.00,2026-04-16,2026-05-14,all,active
32a3fbea-329c-5f3f-bb48-00083accf1c6,PROMO-HOME-000098,20bd9198-afef-51b5-88cd-25eecdc6a243,Synthetic promotion for HOME-000098,discount,10.00,2026-04-17,2026-05-15,all,active
5dbc8088-7e7d-54b0-83ba-25b0f3689562,PROMO-GROC-000099,da3b1539-9617-5466-87e9-e053e2419729,Synthetic promotion for GROC-000099,discount,8.00,2026-04-18,2026-05-16,all,active
1fae1fab-0184-51e9-b863-f1197f6166bc,PROMO-FASH-000100,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,Synthetic promotion for FASH-000100,discount,10.00,2026-04-19,2026-05-17,all,active
