id,order_id,order_item_id,product_id,quantity,refund_amount,currency,reason,status,returned_at
df16e183-faff-5e12-8605-2cde4e4b22bb,08238d4d-e45e-559b-bd47-799671b91303,402ff2d0-ecc1-50c2-82aa-a7ffc6473fc5,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,380,6456.20,PLN,customer_return,received,2026-05-05T15:00:00+00:00
3b0890de-7f61-5072-bffa-ef46f48f15a2,55f46424-7ea8-5967-8e13-f5422d8ab2fa,207b840a-e9c8-567a-b3ca-02042e398af6,ca2f4809-df5a-51b1-b5eb-635bec356f40,72,2105.28,PLN,customer_return,received,2026-05-05T13:00:00+00:00
a7f794fa-2575-5d83-baf8-dd6f60838038,b1ec8e18-f7f1-53c3-90b9-6fccfc681601,009a88b6-1a42-5ffe-a954-79229db9038a,360ec9af-06ab-53b8-adcc-f0a8badedcdf,50,2249.50,PLN,customer_return,received,2026-05-05T16:00:00+00:00
1c5e663a-6892-56e6-8867-1a6dd9c3fb87,94b0e5d1-ef42-59a0-be5b-269290ce279e,885f09e6-aab8-5537-bed8-8edf60319a85,c6ad2817-6d98-5707-85ba-460e2ab44c7a,164,7665.36,PLN,customer_return,received,2026-05-02T18:00:00+00:00
77826387-f17e-5151-a9ce-572690a20a3b,0af47341-42ea-573e-82c5-ae79455a850f,e3545ad2-97e7-58b2-8486-d7995111d792,576f0781-3104-5d50-92f3-befe834a6fa6,61,609.39,PLN,customer_return,received,2026-05-04T13:00:00+00:00
fcf63276-41d1-567e-8b1a-0920a7f7b1ff,a559d05f-20ad-51e4-9e51-230def5b7091,3da9d488-c639-5065-b2d6-453c0dc27102,b6756d87-a0a0-556a-b6ed-1c904680ceb4,23,1236.02,PLN,customer_return,received,2026-05-01T15:00:00+00:00
854bf1ad-5904-59dd-aaea-7dcaf8f8b76d,2de10d60-d368-565e-96ad-a365e038f923,70dfda1b-2f2e-53fd-bc7f-b0803b77721b,6836df32-8a55-5c22-8e6b-ed15005c6d4a,16,607.84,PLN,customer_return,received,2026-05-03T08:00:00+00:00
35d9f25e-7f9f-57db-8291-d0d981d2bc5c,0e13b57b-e0e2-5419-afac-6b8167ad86f2,2ff9bcda-c13e-5d86-8966-88f21f96568b,58e54d28-afe6-5090-9990-c3649b754085,33,2639.67,PLN,customer_return,received,2026-05-04T19:00:00+00:00
5e5356a3-b327-522a-b461-33ed953a7ed8,8398a4cf-fe53-53dc-a7c2-8a296e335b56,11deb1b7-08de-506d-a892-295bff607366,aea54154-8157-5774-8110-fba37ae17360,25,2131.00,PLN,customer_return,received,2026-05-01T14:00:00+00:00
564702d8-caef-5c5a-b84a-713bb33cf7ea,21d4ab2c-5ab7-5e3e-a88a-2c0da0c12f82,83b859fb-6446-5966-8912-0b8ef7da6fed,b17680da-3917-5612-9246-0a9b60e6efe9,72,1097.28,PLN,customer_return,received,2026-05-04T17:00:00+00:00
fe777c17-e997-54e2-9b62-2187616f4e7f,6f91926e-8cb6-5b04-a503-28856f2b01f5,468e601e-9361-5f26-a125-dc5c9a8af65b,7b6c271c-85eb-5849-9da9-76e7ab8e881f,35,900.90,PLN,customer_return,received,2026-05-01T17:00:00+00:00
d5daaf8c-ee78-519c-abdd-272bce1ebfc5,9cfb6faa-610b-56ff-bd4c-0a7fce3ff9f6,992a9b3d-ddac-5aae-b040-50eb677ef4aa,c74c4e40-b157-5011-aa3d-ec349fb61826,20,1984.80,PLN,customer_return,received,2026-05-03T19:00:00+00:00
5cceac5f-b7bf-5e31-a98b-73ada5824af7,74d98319-710a-515d-9a1b-9f10cd8a5e0e,c8325cc1-0086-52d9-81ea-ac10d2142c03,bdef6401-48fd-5078-a4a6-0b385d763314,13,1312.87,PLN,customer_return,received,2026-05-05T09:00:00+00:00
9cffc114-e6ae-5145-a280-d997dc93f12b,4ff50f6c-078d-5d47-ae91-59ecb2d57b43,41fb433b-1733-5f64-9b3c-459a05652ae3,c05f9712-2ad5-54a6-bb81-158133cd3bd9,35,3963.40,PLN,customer_return,received,2026-05-02T09:00:00+00:00
b3657d10-3c12-503b-9492-305aa943c187,4ff50f6c-078d-5d47-ae91-59ecb2d57b43,f59049cc-c73a-58db-8452-34c43ff0ee4a,62b81abd-84c4-5de4-b8f1-2d5b6b547bc3,66,1121.34,PLN,customer_return,received,2026-05-03T10:00:00+00:00
a133d395-3545-5dae-91f5-c3eacc8bb751,cadbf1db-a459-5971-ba1c-99e11661b8c9,3c46e5d1-c0b0-550b-ae09-b7630c645c07,70103cb6-8c8c-5035-8835-8dba958ea703,4,466.96,PLN,customer_return,received,2026-05-01T13:00:00+00:00
bc92ce6c-8bd9-5a99-97e3-d627bb53c008,b0f22eb6-0197-511c-9902-5243ef671b1b,85a54257-74f1-510e-8b93-4cbce77de6a2,b3187164-9efe-5f40-864a-e693c1808c39,5,644.95,PLN,customer_return,received,2026-05-01T16:00:00+00:00
d2059821-0fe6-54de-ac17-45328c4a9aa0,73cd776f-6071-55ff-ab62-bb3a340b10e2,ac20d0e5-49b2-518c-bf37-445009e91695,4dd85a2c-b259-5694-a7e6-1dbdd7a8b9f3,5,671.20,PLN,customer_return,received,2026-05-02T10:00:00+00:00
87331e9b-3bce-5547-bd80-fbe06a4ce901,c511c08e-6bcc-59fb-8611-3789f3ae27d5,7132f443-7d61-542d-b148-0827a9fc489b,39f8628a-0f86-548c-91ee-718cae91d0c3,11,1305.04,PLN,customer_return,received,2026-05-01T19:00:00+00:00
a2c0bc00-5623-571d-b6e6-9afefcd8a351,50143098-872f-5983-bb31-0d809159efd9,cbf15109-aff9-5262-a512-70c370486b3d,09e0d5b3-b51d-50cb-b5b7-2e5b62f35dc6,5,607.90,PLN,customer_return,received,2026-05-03T09:00:00+00:00
050e150c-33b1-59f2-88c6-dab0b5c143d4,5173e1ca-a7ee-5ceb-a2b4-a50384a31ef9,d1506459-130d-5d24-9f72-4e1a9b29d064,4043dc4a-96a5-5cb6-8f09-37f10cce0de1,6,782.40,PLN,customer_return,received,2026-05-01T10:00:00+00:00
408ee36f-827f-5461-ae90-ec8bcb927994,a88a2870-a42b-51a6-a7b3-033832c761ce,4a201e13-2a22-50cd-902a-cabed7ac5980,6ef80540-16c7-551c-95b8-9ae7373e7908,37,758.13,PLN,customer_return,received,2026-05-03T17:00:00+00:00
3a07e9c1-01e3-55c7-8b74-e1efdc9af2ff,560682e5-8195-5108-9e22-69bd747d9140,691e75a7-fa88-5120-90c5-ed0a54864897,adacd216-df4b-557a-bee5-9d117848c764,1,163.99,PLN,customer_return,received,2026-05-03T10:00:00+00:00
40a5fd8f-9da4-5a5c-b841-e6fce061383e,7bb01d73-382d-596b-bec5-d651ccf77001,2b22fdfd-a978-5824-9b96-54294d240ab1,38d5dc41-891b-50f6-a02f-fda88ad8ccde,109,1279.66,PLN,customer_return,received,2026-05-01T13:00:00+00:00
3a743c35-d758-5a66-bba3-ff9ad49c1499,57d95c57-0e9c-5fa0-84d3-51ac4ee4a389,dcf4aaf7-c0a7-5302-9d0c-792471ee80e2,b3eddb5e-2feb-5a7d-9d80-832a203e282f,10,432.40,PLN,customer_return,received,2026-05-03T08:00:00+00:00
04a51af0-8f82-55b3-9729-9f54fd82ead4,9edf8df5-24bb-592b-b0e8-a50600be0cd2,b8650ab0-ecad-579f-9d08-e2409b3716aa,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,1,183.24,PLN,customer_return,received,2026-05-04T19:00:00+00:00
6309876c-16dc-5693-bd29-fd4442dfa9e1,4b7540b6-1e5d-5e01-b7f4-55062a138d7b,90c33358-b16c-51d8-aeff-228d1d54cd78,b17680da-3917-5612-9246-0a9b60e6efe9,42,640.08,PLN,customer_return,received,2026-05-01T10:00:00+00:00
235d5877-5436-54cb-a244-faa1fad23837,770202e1-3211-5af7-8854-751b3805187f,1157b67a-12f8-51ff-9486-788db835a3d9,e3e08a14-471a-5347-94f6-b2369070c3a7,64,1199.36,PLN,customer_return,received,2026-05-03T12:00:00+00:00
cf23361c-2f6a-550d-b4c7-c0089a7a23c2,374b5c02-63de-5dd2-9732-ac9a9b11b20c,f2f2ca0f-4be9-5d8e-9255-3e6f6b2f808f,92541b74-41dc-5325-b5f8-c731758cbdfc,172,5932.28,PLN,customer_return,received,2026-05-04T13:00:00+00:00
5aba9ac0-b5f1-55bb-8031-ce52c96fe1ad,563c8f42-f5f5-5c76-bcc6-d3487890d90c,5b96ad87-bfcd-51d5-bf95-ad3dc62dacff,b17680da-3917-5612-9246-0a9b60e6efe9,67,1021.08,PLN,customer_return,received,2026-05-01T13:00:00+00:00
8fcabaeb-9654-59cb-acf3-0e9ffa8f265b,1afa6d11-bbfa-5065-9734-fc9ce3cdf75e,92f65714-4c5d-5faa-bf4a-bd20718ed8f1,e3e08a14-471a-5347-94f6-b2369070c3a7,43,805.82,PLN,customer_return,received,2026-05-03T15:00:00+00:00
07535303-cadf-5dc0-a858-54b1acabe1fb,b881074b-3a4d-582f-8afc-351ecf8bc5ad,198b046e-f72c-5242-a084-7e6fb47bce14,b6756d87-a0a0-556a-b6ed-1c904680ceb4,22,1182.28,PLN,customer_return,received,2026-05-05T10:00:00+00:00
8216ce99-35b7-53e0-84b4-645689154ca3,b881074b-3a4d-582f-8afc-351ecf8bc5ad,b553f92b-37e8-5b3f-be18-1f344d34617c,38d5dc41-891b-50f6-a02f-fda88ad8ccde,148,1737.52,PLN,customer_return,received,2026-05-01T11:00:00+00:00
42473ca8-c015-5434-bbd9-502ee3b79793,d73edc6b-e7ab-5aaf-87db-a25d3b453bd7,6b1ff150-4272-51c3-ae24-ee03b0cfa2bc,01fc3b7e-8b29-50d3-a3d4-bc713fa84405,7,400.68,PLN,customer_return,received,2026-05-05T15:00:00+00:00
2f1444d9-2245-5e8e-8000-6827b5ed4576,448e5965-6803-59a0-adf4-e2be6b3c3108,ac1302d9-5aed-5d48-8db1-3eaae3bc5407,e97682bc-117f-532b-8b65-b717c09bc30f,20,1179.80,PLN,customer_return,received,2026-05-02T17:00:00+00:00
df0b5507-986f-502d-9a3e-bcbdbfd0cb0e,c51c1aad-6e1e-5b3c-9cdf-71ef3eaab644,4d705ad4-9095-59c2-8ee3-999485bb1cc0,6e80b7e9-0667-54ce-838e-56aca777afef,21,1496.04,PLN,customer_return,received,2026-05-05T18:00:00+00:00
3121fd30-7a2f-5ba0-94b0-fba4ba7c0e1f,f98c74f3-c7fa-5c96-9bad-e681984e118e,9e8664a0-9124-5fbf-bf11-d8fc7a873719,aea54154-8157-5774-8110-fba37ae17360,32,2727.68,PLN,customer_return,received,2026-05-01T10:00:00+00:00
72a8dd1d-4807-5a6c-97af-2679f4f613e0,20f4b2b5-a55a-576e-9848-f079b4306fe7,599ec367-f9bf-5b38-b003-a6017d9eb9f4,ab4674bc-4106-51c6-b44a-9ca109374b4f,22,2298.78,PLN,customer_return,received,2026-05-03T08:00:00+00:00
136dc9d0-052d-523e-acc3-ea065ff1d021,fec2a958-40e7-528b-aa81-090cd86292e6,b3255e48-f1d2-56d3-88d0-d2a0a73496e7,f32ca738-f369-5d10-a674-7ee267c90f10,8,877.92,PLN,customer_return,received,2026-05-04T14:00:00+00:00
cdc6b94e-b369-5e0e-8c19-8285b606796c,95ee1fee-77d1-500c-8eab-aa7b729aed36,e6279c8c-a3ab-55e3-b998-f613e38498fc,f000d381-f2f7-5a93-bc43-825f298a7685,17,378.08,PLN,customer_return,received,2026-05-04T17:00:00+00:00
0adb23f8-808b-504f-b35d-db6ba81868ed,3dc25e08-6464-5e62-84d7-9edddb6a3020,1d26c592-6078-522d-8ff8-2a68ef2aa1ce,06acb399-de3d-5662-8c40-c27c44a03030,7,890.68,PLN,customer_return,received,2026-05-01T19:00:00+00:00
75ee6a56-02ee-5fb0-87a0-4800bafff2b4,512aca69-7e08-5f0d-ad6f-6ca49fb8e6ff,9531152e-3735-532f-80f6-e535a828e27a,953af428-8548-5852-860e-88337bcfda1c,4,543.96,PLN,customer_return,received,2026-05-01T17:00:00+00:00
50496a69-0bd9-5115-9607-d84c0844ae2f,3a017854-2116-5440-ba64-d65f32b2f248,0f896a08-1b1c-5670-8d20-a723cc02253c,38d5dc41-891b-50f6-a02f-fda88ad8ccde,131,1537.94,PLN,customer_return,received,2026-05-04T08:00:00+00:00
49359cc5-467b-5374-afd5-7b014205961c,af984a7c-e78b-50cc-bf3d-60027f78c017,9cb72796-a856-5de0-9fec-f5f684bf807b,b17680da-3917-5612-9246-0a9b60e6efe9,49,746.76,PLN,customer_return,received,2026-05-03T12:00:00+00:00
a8c9374f-8c16-5a09-b8e8-4a93029740f9,19a60632-255b-5f7d-a321-cace109cb22d,efe1478e-6c2e-546c-8127-46c8a608ac49,e3e08a14-471a-5347-94f6-b2369070c3a7,79,1480.46,PLN,customer_return,received,2026-05-04T09:00:00+00:00
0c60dcd1-644c-5fe3-9aab-c34bf51b5f6d,68c3190a-1751-5507-813c-08cbeac1d5ad,342448c3-ef18-50c3-9f09-a4681ad81e99,22d48f3a-5014-5123-a1e5-345e1ddd84a3,20,479.80,PLN,customer_return,received,2026-05-02T17:00:00+00:00
d4cd469a-fa5e-5541-9992-356761f0194c,7398adab-f3f4-55cf-88c2-f883142cd0e4,82c04f4f-bd18-5042-9f6c-125fea65f462,b17680da-3917-5612-9246-0a9b60e6efe9,56,853.44,PLN,customer_return,received,2026-05-05T13:00:00+00:00
675e61ad-c010-5997-bfa8-71a5b743d08f,7398adab-f3f4-55cf-88c2-f883142cd0e4,d02aa523-b135-589d-911f-5ac7fa4dd95a,ca2f4809-df5a-51b1-b5eb-635bec356f40,9,263.16,PLN,customer_return,received,2026-05-01T14:00:00+00:00
6fe3b2fb-1a7c-5f79-9f4e-c1608d283d8c,d03cc128-06d1-54cd-96e0-35fde72b1a04,83f04b12-99bd-5268-8535-6ae0607185f5,6ef80540-16c7-551c-95b8-9ae7373e7908,37,758.13,PLN,customer_return,received,2026-05-01T19:00:00+00:00
1bf4ad14-3541-5fc7-b7fc-368190e83695,9ea87ff0-1c0b-5f45-a5cb-4287a7aa55e9,c24de701-8743-5704-9efa-66c8b4974c8e,7b6c271c-85eb-5849-9da9-76e7ab8e881f,31,797.94,PLN,customer_return,received,2026-05-01T10:00:00+00:00
7f39bfc6-58ed-5b0d-ad93-538ea76c47bb,3b99de6d-6eb3-5389-a596-0c717c054ecd,5d16d5dd-23a8-5e3b-8def-ce1efcdf50f4,b17680da-3917-5612-9246-0a9b60e6efe9,379,5775.96,PLN,customer_return,received,2026-05-04T13:00:00+00:00
4359d913-f6c2-593c-b46f-69db7f663bac,d050a542-a22a-54cc-a5c4-b6a1b434384e,aab66bbe-3195-5889-ae96-2c840fa8d6e3,6ef80540-16c7-551c-95b8-9ae7373e7908,172,3524.28,PLN,customer_return,received,2026-05-04T18:00:00+00:00
8cd42bc6-f7e8-5d1a-a7ea-6c81b80dc379,287919f5-2c63-52b1-94ad-37c49a6f3b0c,4bc0f92b-0e8b-53e3-9529-8d683bc84b95,f8f45205-4b7d-5a19-9e70-2c6d708ac79c,96,2975.04,PLN,customer_return,received,2026-05-05T17:00:00+00:00
ced2382a-7719-5b5c-b583-7456ba704a3b,8c5eba6d-b5d3-56bf-a10b-02c3050a614f,f515f392-0410-502e-8103-e92205df77e7,38d5dc41-891b-50f6-a02f-fda88ad8ccde,130,1526.20,PLN,customer_return,received,2026-05-05T15:00:00+00:00
6b96c645-4954-5211-9793-1d73ecead3ad,8c5eba6d-b5d3-56bf-a10b-02c3050a614f,20b71d38-8847-5b40-a57c-eaacfce8ca5a,7b6c271c-85eb-5849-9da9-76e7ab8e881f,28,720.72,PLN,customer_return,received,2026-05-01T16:00:00+00:00
57acb967-591e-5e0e-aa0d-5a1af90394c1,74b3b355-4d81-581d-b1b6-34c63e87e732,8b159ddd-626c-5cb0-8d23-4fb59dfc0256,b3eddb5e-2feb-5a7d-9d80-832a203e282f,89,3848.36,PLN,customer_return,received,2026-05-03T18:00:00+00:00
25aecddb-dbf1-5414-8a26-cc491640b004,f663bc29-608e-58a0-bc7f-00cee24fb5f7,8c300d05-5239-5e16-a446-ac227fbd2f21,ca2f4809-df5a-51b1-b5eb-635bec356f40,6,175.44,PLN,customer_return,received,2026-05-01T09:00:00+00:00
6bbec2ad-ad21-5899-b3df-edb536766d4f,27c1cb5a-39b3-5626-9152-6599f85137c5,f2c97ca6-6672-5604-8d78-76272d5eeeb2,b7d44817-034b-51e8-84f0-70a921a96cdb,30,1822.20,PLN,customer_return,received,2026-05-01T12:00:00+00:00
77d4c5f3-e720-59c0-81c3-15298ebe1f07,f9ff4e10-b5c0-54f8-a1d2-c7719bcf75ab,339ab77e-f461-5164-baed-b87a1041352b,7b6c271c-85eb-5849-9da9-76e7ab8e881f,21,540.54,PLN,customer_return,received,2026-05-03T15:00:00+00:00
8e7f3fe6-1111-5bea-83e1-9cea2bf39c06,28d93cdd-efc6-51b1-ac1c-8f3ee8ba6b3a,2e246b8c-914a-5c52-9074-88a2569e19c8,7ee0dda2-02c2-549d-92e2-6eb7117b919d,15,1541.10,PLN,customer_return,received,2026-05-03T11:00:00+00:00
9e25cf72-77ed-5df6-bee5-8683e49a9744,151ab1e7-ab30-515e-b9bc-44d5af9ef66f,017c98cc-0900-50ff-9245-a461d2855e9a,c05f9712-2ad5-54a6-bb81-158133cd3bd9,37,4189.88,PLN,customer_return,received,2026-05-03T09:00:00+00:00
3c6e2586-6d76-5b8c-861d-717de9c28a6b,d85750b8-5f16-570e-8431-fe6ed9bbff0d,2271e82e-d892-5c27-8e63-75520d4c08d4,874f1b3f-f15c-5575-af9b-537ba7b68f80,6,710.94,PLN,customer_return,received,2026-05-01T17:00:00+00:00
52165f67-077d-5210-ba2f-8cdfb63a8ace,9efbfe13-e016-517a-a6cc-4f7b4e0809d8,045fd7e9-6abb-5786-a957-14a92e27992d,06acb399-de3d-5662-8c40-c27c44a03030,9,1145.16,PLN,customer_return,received,2026-05-01T15:00:00+00:00
e332ee36-8348-530e-8a6c-bafdd260b342,ecea6f1c-af68-5455-bb1a-f84341e07172,c56bda0c-f6db-508c-b02e-2c6bfad3c449,953af428-8548-5852-860e-88337bcfda1c,4,543.96,PLN,customer_return,received,2026-05-02T14:00:00+00:00
442d560e-23bc-58f5-b704-e11cd83510b5,14d63a47-dad6-5fbb-b514-2dcfe8d198d3,b8204083-6698-5a14-9b33-ba482b23575e,39f8628a-0f86-548c-91ee-718cae91d0c3,10,1186.40,PLN,customer_return,received,2026-05-05T17:00:00+00:00
d71148ce-6431-5e04-b9f6-4617dd1c708b,89527c46-71d0-5870-b4f7-ac7255374c85,6dfe2331-d11b-59ac-b295-dfaf1c0606eb,e3e08a14-471a-5347-94f6-b2369070c3a7,61,1143.14,PLN,customer_return,received,2026-05-01T11:00:00+00:00
e51d09a4-44e6-5d9b-99bb-36e374deab6f,9a0be8f3-c2d8-5657-9188-13e3e9b0bd54,e4042c8d-7c75-53a8-9354-8f6082a39650,fe2b63a8-eeb4-5208-b8d1-f4bb758543f5,8,996.16,PLN,customer_return,received,2026-05-04T14:00:00+00:00
0482ea0f-e549-56c9-9a27-4b7a48fca9e1,1c76d5ee-f725-56c7-a5ec-d9dde390c836,62ef1f14-0767-5bc8-92c2-dc0cd070d141,6b73c00c-e450-51d6-b955-9cca56d368d3,24,3059.04,PLN,customer_return,received,2026-05-04T19:00:00+00:00
88b9fe41-05da-5d28-b1aa-ad71e5b3c82d,6635b2a5-6f5a-5f28-bf23-d453c710240d,e2b68756-f055-5896-986c-15fdfbd42fb5,fafbca1c-6412-5747-af13-5c9678cf76df,10,1318.70,PLN,customer_return,received,2026-05-02T10:00:00+00:00
86f85cd7-047f-505f-ab8b-f9972d9da554,d4b0995a-c4a2-5b0f-afb2-31ca854c42c9,5539382d-0766-54d2-8d24-2f422962aaa5,398b86fc-73de-5291-ac6a-14681329475c,1,169.24,PLN,customer_return,received,2026-05-05T11:00:00+00:00
